bleuenn-std-03
Date:,2012/11/24
Time:,11:05:45
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:L5,,,Patient1:LTRO,,,Patient1:RASI,,,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:T12,,,Patient1:T7,,,Patient1:LSHO,,,Patient1:BHD,,,Patient1:RANK,,,Patient1:LANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:RBHD,,,Patient1:LBHD,,,Patient1:RTOE,,,Patient1:LTOE,,,Patient1:LASI,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BHD-1,,,Patient1:C7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1249,-1.654618,2.061374,-183.733805,-22292.054176,1345.624804,6302.905747,26.000000,3.814700,52.490270,-2.593996,-148.162943,103.912425,113.372880,-1.525880,-1.525880
1250,-1.722616,2.269827,-183.195259,-22535.804272,1423.858804,6265.775228,31.000000,10.833748,64.239546,-9.307868,-104.370189,24.261491,83.465633,-1.678468,-0.915528
1251,-1.427958,2.200343,-183.733805,-22513.645172,1361.271604,6284.340487,28.000000,-13.275156,79.803521,0.305176,-6.713872,-63.018842,-14.343272,-2.441408,-1.068116
1252,-1.133300,2.200343,-183.105502,-22425.008774,1408.212004,6330.753637,27.000000,-12.207040,54.626502,7.324224,-26.092547,-39.367703,-42.724639,-1.220704,-0.762940
1253,-1.541288,2.385635,-182.746471,-22624.440670,1345.624804,6284.340487,18.000000,6.713872,60.272258,1.983644,34.637475,186.920294,-48.217806,-1.525880,-1.525880
1254,-0.951972,2.408796,-183.105502,-22491.486073,1329.978004,6293.623117,6.000000,24.414079,54.321326,10.681160,79.040581,187.988410,-84.686337,-1.068116,-0.915528
1255,-1.337294,2.223504,-183.015744,-22713.077068,1314.331203,6182.231558,9.000000,15.563975,-3.814700,20.294203,18.768323,230.102696,-151.977643,-0.152588,-1.373292
1256,-0.997304,2.663573,-183.374775,-22668.758869,1298.684403,6219.362078,-1.000000,0.610352,-14.495860,21.362319,-26.245135,63.781782,-10.986336,-1.525880,-0.915528
1257,-0.317324,2.594088,-182.656714,-22713.077068,1251.744003,6302.905747,-15.000000,-7.934576,3.814700,-0.457764,36.773707,-58.593790,158.996691,-1.525880,-1.525880
1258,-0.611982,2.733057,-183.464532,-22690.917969,1283.037603,6228.644708,-15.000000,-31.738303,13.122568,-11.444100,121.307456,-81.481989,316.925265,-1.678468,-1.068116
1259,-0.793310,2.594088,-183.644047,-22735.236168,1157.863203,6247.209968,-22.000000,-39.215115,5.187992,-5.493168,99.487373,-96.283025,178.680542,-1.373292,-1.220704
1260,-0.611982,2.756219,-184.182593,-22779.554367,1204.803603,6284.340487,-26.000000,5.798344,-21.972671,-7.629400,81.634577,-220.947417,63.934370,-0.915528,-1.068116
1261,-0.634648,2.779380,-183.823563,-22646.599770,1142.216403,6275.057858,-24.000000,4.272464,-24.719255,-8.697516,97.351141,-220.031889,-27.465839,-1.373292,-0.762940
1262,-0.294658,2.501442,-183.733805,-22846.031666,1142.216403,6284.340487,-22.000000,-13.122568,24.414079,-10.681160,49.133334,-103.912425,-76.904349,-1.068116,-1.678468
1263,-0.135996,2.825703,-183.644047,-22868.190765,1095.276003,6340.036267,-15.000000,-25.787371,29.296895,-3.967288,-29.907247,-89.263977,-107.269360,-0.610352,-2.136232
1264,0.271992,2.733057,-184.990411,-22823.872566,1048.335603,6340.036267,-2.000000,-22.735611,-7.781988,-0.457764,-41.961699,-28.228779,-89.263977,-2.593996,-1.220704
1265,0.294658,2.825703,-184.990411,-22934.668064,923.161202,6237.927338,-3.000000,-7.781988,-12.817392,3.204348,-13.275156,1.373292,1.678468,-1.831056,-1.678468
1266,0.339990,2.825703,-184.631381,-22846.031666,907.514402,6358.601527,3.000000,-7.324224,-67.291306,-2.441408,-79.040581,-53.253210,4.882816,-0.915528,-1.373292
1267,0.339990,2.941511,-184.990411,-23001.145363,891.867602,6265.775228,19.000000,-4.272464,-56.610146,0.610352,-174.255490,25.634783,-10.528572,-1.068116,-1.678468
1268,0.770644,2.825703,-184.900654,-23067.622662,782.340002,6312.188377,17.000000,23.651139,-48.980746,8.087164,-150.604351,81.024225,-31.738303,-1.220704,-1.220704
1269,0.181328,2.756219,-185.887987,-22934.668064,860.574002,6367.884157,25.000000,11.749276,-5.950932,12.512216,-52.337682,82.550105,-44.708283,-0.610352,-1.831056
1270,1.087968,2.895188,-185.887987,-23045.463562,844.927202,6386.449417,30.000000,-1.983644,9.918220,9.918220,-1.678468,-119.323812,-4.730228,-0.152588,-0.915528
1271,0.747978,2.825703,-186.426533,-23178.418159,563.284801,6312.188377,26.000000,-6.408696,-2.899172,0.000000,-4.425052,-83.618221,-20.294203,-1.068116,-0.762940
1272,1.314628,2.756219,-185.708472,-23001.145363,766.693202,6321.471007,26.000000,2.746584,-3.204348,-3.662112,-37.231471,-142.059423,-32.043479,-1.373292,-1.373292
1273,1.450624,2.617250,-187.054836,-23333.531857,813.633602,6284.340487,19.000000,31.738303,-54.779090,-9.765632,-47.912630,-38.299587,-79.956109,-1.678468,-0.915528
1274,1.427958,2.941511,-186.336775,-23111.940861,594.578402,6395.732047,5.000000,29.754659,-52.337682,-8.850104,-9.002692,49.743686,-86.822569,-0.915528,-1.373292
1275,1.541288,2.872026,-187.324109,-23222.736359,719.752802,6367.884157,5.000000,13.122568,-38.909939,-5.493168,71.563770,-36.621119,-73.089650,-1.983644,-1.068116
1276,1.427958,3.057318,-186.965079,-23045.463562,563.284801,6349.318897,2.000000,-2.746584,-28.381367,-3.356936,151.825055,-60.119670,-2.899172,-1.220704,-0.915528
1277,1.609286,2.779380,-187.144594,-23422.168255,469.404001,6330.753637,-12.000000,-10.833748,-23.040787,-8.087164,114.440996,214.691309,-28.381367,-0.762940,-1.373292
1278,1.541288,3.080480,-186.606048,-23400.009155,516.344401,6395.732047,-15.000000,-7.324224,-2.288820,2.441408,40.130643,161.132923,-50.811802,-1.220704,-1.373292
1279,1.813280,3.080480,-187.683139,-23355.690956,438.110401,6377.166787,-23.000000,-1.525880,5.035404,2.441408,42.572051,-112.915116,6.713872,-1.220704,-1.220704
1280,1.881278,3.057318,-188.490958,-23466.486454,281.642401,6395.732047,-28.000000,12.969980,13.122568,12.054452,27.923603,-222.168121,25.482195,-1.220704,-0.915528
1281,1.609286,2.941511,-187.593382,-23422.168255,406.816801,6349.318897,-22.000000,-2.441408,22.583023,16.784679,68.664598,-262.451351,30.975363,-1.983644,-0.305176
1282,1.994608,2.918349,-188.131927,-23466.486454,312.936001,6442.145197,-21.000000,-6.408696,33.416771,21.514907,78.735405,208.130025,21.362319,-1.220704,-1.220704
1283,2.107938,2.825703,-189.029503,-23532.963753,344.229601,6349.318897,-17.000000,-10.375984,53.710974,37.078883,-20.446791,413.666054,51.269566,-0.915528,-0.610352
1284,2.153270,3.057318,-188.670473,-23444.327354,187.761600,6377.166787,-2.000000,-14.801036,65.612838,45.471222,-126.037684,315.399386,24.719255,-1.525880,-1.068116
1285,2.266600,2.872026,-188.401200,-23776.713848,344.229601,6377.166787,-2.000000,-30.670187,69.885302,7.171636,-103.607249,44.403107,-30.059835,-1.525880,-1.525880
1286,2.221268,2.848865,-188.849988,-23665.918350,109.527600,6377.166787,6.000000,-27.618427,59.967082,-69.732714,-150.909527,-0.152588,-65.918014,-1.220704,-1.068116
1287,2.085272,2.918349,-189.568049,-23710.236549,328.582801,6432.862567,17.000000,-25.024431,6.256108,-30.365011,-164.642447,18.768323,-8.087164,-1.220704,-1.373292
1288,2.651922,2.848865,-189.657807,-23821.032047,109.527600,6423.579937,15.000000,-30.212423,19.226087,-22.735611,-30.670187,11.901864,-26.550311,-1.220704,-1.220704
1289,2.538592,2.918349,-190.465625,-23732.395649,62.587200,6405.014677,26.000000,-12.512216,60.272258,-19.683851,70.190478,-17.700207,19.683851,-3.051760,-1.983644
1290,2.357264,2.709896,-189.478291,-23887.509346,-46.940400,6442.145197,32.000000,-0.152588,37.689235,-2.441408,98.724433,-38.452175,28.991719,-1.373292,-1.678468
1291,3.014578,2.825703,-190.196352,-23643.759251,-62.587200,6423.579937,27.000000,-9.460456,101.318429,-4.577640,118.255696,-230.102696,15.106211,-1.068116,-1.220704
1292,2.787918,2.779380,-190.555383,-23710.236549,-78.234000,6432.862567,27.000000,8.392340,105.438304,-0.152588,-10.528572,-292.663774,-55.084266,-0.915528,-1.068116
1293,3.263904,2.640411,-190.555383,-24020.463943,-31.293600,6377.166787,18.000000,-9.918220,207.214497,-3.814700,-91.247621,-321.960669,-48.217806,-1.068116,-1.373292
1294,2.402596,2.686734,-189.927079,-23887.509346,-109.527600,6460.710457,7.000000,-28.076191,98.419257,7.629400,-99.334785,-249.176196,37.841823,-1.373292,-1.373292
1295,3.014578,2.547765,-190.645140,-24042.623043,-140.821200,6386.449417,6.000000,-16.784679,-163.879507,14.648448,-58.898966,-131.683440,57.525674,-2.746584,-1.678468
1296,2.946580,2.663573,-190.914413,-24064.782143,-31.293600,6405.014677,2.000000,22.888199,-314.331270,14.190684,-19.989027,215.759425,-18.920911,-1.220704,-1.220704
1297,2.787918,2.269827,-190.824655,-24086.941242,-156.468000,6479.275717,-14.000000,24.414079,-318.908909,0.610352,12.359628,202.026505,13.427744,-0.152588,-1.220704
1298,3.286570,2.594088,-191.722231,-24109.100342,-203.408401,6469.993087,-15.000000,44.403107,-203.704973,-7.476812,56.915322,168.609734,45.928986,-0.457764,-1.220704
1299,3.218572,2.339312,-191.093928,-24175.577641,-234.702001,6451.427827,-22.000000,40.130643,-126.953212,-3.051760,46.691926,32.653831,63.171430,-0.610352,-1.525880
1300,2.742586,2.223504,-191.632474,-24264.214039,-359.876401,6469.993087,-26.000000,24.108903,-70.190478,-3.509524,-25.634783,-68.817186,52.185094,-0.915528,-1.373292
1301,3.173240,2.223504,-191.632474,-24197.736740,-391.170001,6432.862567,-24.000000,26.855487,-31.127951,1.525880,-10.681160,171.203730,-9.765632,-1.068116,-1.220704
1302,3.195906,2.200343,-191.452959,-24308.532238,-422.463601,6395.732047,-24.000000,19.378675,-25.329607,1.220704,6.866460,350.494624,-1.678468,-0.762940,-1.220704
1303,2.878582,1.922405,-191.542716,-24286.373138,-563.284801,6432.862567,-18.000000,-14.953624,-47.760042,4.272464,-11.596688,74.005178,-12.054452,-1.678468,-0.915528
1304,3.354568,1.829759,-192.530050,-24352.850437,-531.991201,6405.014677,0.000000,-35.553003,-7.019048,4.730228,-5.798344,14.801036,-118.255696,-1.373292,-1.525880
1305,3.150574,1.644467,-191.991504,-24397.168636,-547.638001,6405.014677,-1.000000,-23.498551,42.877227,-0.305176,25.482195,48.675570,-84.228573,-0.915528,-0.915528
1306,3.263904,1.644467,-191.452959,-24286.373138,-500.697601,6442.145197,5.000000,-17.089855,47.149690,-0.305176,33.264183,-0.457764,-31.433127,-1.220704,-1.525880
1307,2.765252,1.482336,-191.901747,-24330.691338,-485.050801,6432.862567,17.000000,-13.427744,49.743686,3.967288,17.395031,130.920500,-2.746584,-1.373292,-1.220704
1308,3.603894,1.505498,-192.260777,-24397.168636,-610.225202,6469.993087,18.000000,1.983644,48.828158,-1.068116,40.588407,180.053834,20.599379,-1.525880,-1.220704
1309,3.467898,1.320206,-191.632474,-24375.009537,-735.399602,6460.710457,22.000000,5.950932,65.460250,6.408696,61.645550,49.743686,3.814700,-1.220704,-1.373292
1310,3.218572,1.297044,-191.811989,-24397.168636,-657.165602,6358.601527,29.000000,10.681160,77.209525,1.525880,6.713872,-101.776193,-0.610352,-1.068116,-1.525880
1311,3.218572,1.088591,-192.171019,-24530.123234,-782.340002,6442.145197,30.000000,-23.345963,66.375778,2.288820,-21.209731,-52.032506,1.220704,-0.915528,-1.220704
1312,3.263904,0.995945,-192.350535,-24574.441433,-657.165602,6395.732047,25.000000,-36.773707,69.732714,-5.340580,7.171636,-91.705385,6.408696,-1.373292,-1.983644
1313,3.331902,0.856976,-191.991504,-24663.077831,-672.812402,6442.145197,20.000000,-35.858179,25.329607,-14.648448,-12.054452,-212.097313,-24.566667,-0.915528,-1.220704
1314,3.082576,0.741168,-192.350535,-24574.441433,-657.165602,6395.732047,5.000000,-10.528572,-7.781988,-13.427744,-2.593996,-366.211188,-13.427744,-1.220704,-1.678468
1315,3.014578,0.833814,-191.632474,-24618.759632,-719.752802,6414.297307,8.000000,1.373292,-20.141615,-15.869151,12.664804,-341.644521,27.465839,-0.305176,-1.525880
1316,3.150574,0.532715,-191.991504,-24530.123234,-563.284801,6367.884157,1.000000,-19.226087,-35.095239,-3.662112,-34.942651,-204.925677,14.801036,-1.220704,-1.525880
1317,3.377234,0.370584,-191.273443,-24751.714230,-766.693202,6284.340487,-15.000000,21.057143,-11.596688,-12.054452,-50.201450,16.479503,-95.977849,-1.678468,-1.525880
1318,3.059910,0.231615,-191.632474,-24574.441433,-594.578402,6395.732047,-13.000000,36.621119,14.190684,-8.392340,-36.468531,318.451145,-91.705385,-1.373292,-1.525880
1319,2.991912,0.185292,-191.273443,-24707.396030,-672.812402,6358.601527,-22.000000,29.754659,92.315737,-0.305176,-42.572051,317.688205,-82.702693,-0.610352,-1.068116
1320,2.901248,0.023162,-190.465625,-24485.805035,-751.046402,6377.166787,-27.000000,7.019048,93.078677,-1.068116,-62.103314,157.470811,-39.978055,-1.983644,-1.220704
1321,2.697254,-0.138969,-191.722231,-24729.555130,-735.399602,6386.449417,-20.000000,-2.746584,25.634783,-2.746584,6.866460,-146.942239,30.975363,-0.762940,-0.762940
1322,2.901248,-0.277938,-190.824655,-24818.191528,-672.812402,6340.036267,-22.000000,-27.923603,-15.258799,1.373292,47.912630,-247.345140,76.904349,-1.525880,-1.373292
1323,2.493260,-0.185292,-190.286110,-24640.918732,-657.165602,6321.471007,-16.000000,18.463147,-65.002486,-1.525880,53.253210,11.291512,28.533955,-0.915528,-0.915528
1324,2.606590,-0.555876,-190.645140,-24729.555130,-578.931602,6312.188377,-1.000000,19.531263,-31.127951,16.326915,34.637475,295.105182,-39.520291,-1.220704,-1.373292
1325,2.334598,-0.509553,-189.927079,-24640.918732,-594.578402,6284.340487,-1.000000,-20.294203,114.898760,22.735611,0.000000,254.364188,-87.280333,-1.220704,-0.915528
1326,2.289266,-0.903299,-189.837322,-24751.714230,-641.518802,6247.209968,3.000000,-17.242443,131.988616,32.653831,52.948034,102.386545,-19.531263,-1.525880,-1.373292
1327,2.175936,-0.926460,-190.106595,-24751.714230,-578.931602,6219.362078,19.000000,17.089855,76.599173,37.994411,107.269360,62.561078,209.655905,-0.457764,-1.068116
1328,1.790614,-1.019106,-190.016837,-24751.714230,-625.872002,6256.492598,17.000000,-6.408696,-8.392340,31.890891,87.280333,142.517187,155.944931,-1.068116,-1.220704
1329,1.994608,-0.995945,-189.568049,-24707.396030,-516.344401,6247.209968,26.000000,-16.326915,-75.531057,35.247827,71.411182,231.170812,96.588201,-1.068116,-0.915528
1330,1.949276,-1.227560,-188.490958,-24818.191528,-453.757201,6154.383668,29.000000,6.256108,-86.059629,36.163355,22.735611,63.018842,95.214909,-1.220704,-1.525880
1331,1.971942,-1.297044,-189.119261,-24751.714230,-547.638001,6163.666298,27.000000,44.860871,-101.623605,38.909939,-30.059835,-61.798138,96.435613,-2.136232,0.152588
1332,1.790614,-1.482336,-188.849988,-24818.191528,-453.757201,6117.253148,26.000000,47.607454,-50.048862,16.479503,-51.574742,-80.871637,10.528572,-1.068116,-1.220704
1333,1.427958,-1.783436,-188.760231,-24729.555130,-485.050801,6200.796818,19.000000,2.593996,-23.803727,25.482195,-19.836439,-35.095239,54.626502,-1.678468,-0.915528
1334,1.541288,-1.713951,-188.580715,-24818.191528,-391.170001,6145.101038,4.000000,-13.122568,-14.343272,36.163355,-5.798344,-52.185094,58.288614,-0.915528,-1.525880
1335,1.314628,-1.922405,-188.042170,-24707.396030,-406.816801,6135.818408,5.000000,-41.503935,-18.310559,14.038096,-24.414079,-109.405592,71.258594,-0.762940,-1.373292
1336,1.065302,-1.922405,-187.772897,-24751.714230,-359.876401,6098.687888,0.000000,-72.631886,-57.373086,2.899172,-39.215115,-94.604557,40.893583,-0.915528,-1.525880
1337,1.450624,-1.876082,-187.862655,-24707.396030,-375.523201,6135.818408,-14.000000,-44.250519,-25.787371,-4.882816,-46.386750,-165.863150,-83.923397,-1.983644,-1.373292
1338,0.974638,-2.246666,-187.503624,-24862.509727,-250.348801,5978.013699,-14.000000,7.781988,20.141615,-23.498551,-107.116772,-144.043067,-107.421948,-1.678468,-1.220704
1339,0.951972,-2.107697,-187.324109,-24796.032429,-156.468000,6061.557368,-20.000000,58.136026,6.866460,-9.613044,-122.070396,-186.615118,-147.400003,-1.525880,-1.373292
1340,0.883974,-2.408796,-187.234351,-24906.827927,-203.408401,6107.970518,-28.000000,44.708283,27.465839,26.397723,-26.550311,-221.252593,-153.045759,-1.068116,-1.220704
1341,0.566650,-2.292989,-186.247018,-24685.236931,0.000000,6015.144218,-23.000000,29.602071,-4.272464,36.926295,61.950726,-10.223396,-149.536235,-1.220704,-1.068116
1342,0.521318,-2.478281,-186.695806,-24773.873329,-93.880800,5987.296329,-20.000000,14.343272,-66.680954,36.315943,70.190478,158.538927,53.710974,-0.915528,-1.373292
1343,0.679980,-2.594088,-186.516291,-24773.873329,93.880800,5968.731069,-14.000000,-19.073499,-74.462942,11.444100,-0.457764,199.127333,-1.373292,-1.831056,-1.678468
1344,0.521318,-2.501442,-185.977745,-24707.396030,140.821200,5848.056879,-3.000000,-39.672879,4.425052,-35.247827,-71.716358,42.419463,-73.394826,-1.983644,-1.220704
1345,0.226660,-2.895188,-185.798230,-24729.555130,0.000000,5931.600549,-3.000000,-17.700207,22.735611,-15.716563,-86.517393,68.206834,-175.323606,-1.220704,-1.678468
1346,-0.158662,-2.756219,-185.080169,-24751.714230,219.055201,5913.035289,5.000000,7.476812,-93.383853,-6.103520,-12.054452,5.035404,-278.625679,-1.373292,-1.220704
1347,-0.294658,-2.848865,-185.439199,-24663.077831,156.468000,5931.600549,18.000000,18.005383,-38.146999,-0.305176,52.948034,128.173916,-291.748246,-1.831056,-1.373292
1348,-0.317324,-2.941511,-185.080169,-24884.668827,234.702001,5922.317919,16.000000,-1.983644,36.468531,-8.087164,1.068116,246.124436,-62.408490,-1.220704,-1.525880
1349,-0.521318,-2.964672,-184.810896,-24707.396030,359.876401,5931.600549,28.000000,-1.983644,22.735611,-29.449483,12.207040,31.127951,-22.888199,-1.068116,-1.220704
1350,-0.725312,-3.126803,-184.810896,-24796.032429,359.876401,5987.296329,30.000000,-8.392340,10.375984,-46.386750,76.599173,-88.653625,9.765632,-1.525880,-1.525880
1351,-0.362656,-3.219449,-184.272351,-24773.873329,531.991201,5894.470029,26.000000,37.231471,-15.869151,-60.272258,124.206628,-134.735200,158.691515,-0.762940,-0.915528
1352,-0.906640,-3.288933,-184.362108,-24729.555130,453.757201,5987.296329,24.000000,1.678468,-4.577640,-47.760042,72.021534,-288.543898,276.489447,-0.915528,-1.220704
1353,-0.974638,-3.265772,-184.631381,-24796.032429,672.812402,5903.752659,20.000000,-37.536647,22.125259,-8.087164,39.215115,-193.786754,340.881581,-1.678468,-1.831056
1354,-0.974638,-3.451064,-183.823563,-24618.759632,625.872002,5875.904769,6.000000,-13.580332,35.705591,25.787371,26.855487,37.536647,128.326504,-0.610352,-0.915528
1355,-0.929306,-3.427902,-183.823563,-24840.350628,657.165602,5894.470029,4.000000,8.544928,52.490270,20.904555,3.509524,-31.433127,-19.989027,-1.068116,-0.610352
1356,-1.133300,-3.474225,-183.554290,-24685.236931,751.046402,5838.774249,3.000000,19.836439,75.988821,4.425052,100.860665,-114.746172,54.168738,-1.220704,-1.525880
1357,-1.518622,-3.427902,-183.285017,-24596.600533,954.454803,5885.187399,-13.000000,16.479503,46.691926,-12.664804,153.045759,-33.416771,75.683645,-1.525880,-1.373292
1358,-1.201298,-3.520548,-183.464532,-24773.873329,891.867602,5931.600549,-14.000000,-4.730228,14.038096,-14.038096,70.495654,65.765426,64.239546,-0.610352,-1.220704
1359,-1.427958,-3.636356,-183.285017,-24840.350628,954.454803,5894.470029,-22.000000,3.662112,-5.798344,-26.855487,-56.762734,-18.463147,35.858179,-1.373292,-1.525880
1360,-1.699950,-3.590033,-183.374775,-24773.873329,1001.395203,5857.339509,-27.000000,2.746584,-17.089855,-7.476812,-116.119464,322.571021,9.460456,-1.068116,-1.220704
1361,-1.427958,-3.705840,-182.656714,-24574.441433,1048.335603,5866.622139,-25.000000,8.392340,-8.850104,2.136232,-176.544310,164.184683,103.149485,-1.068116,-1.525880
1362,-1.518622,-3.543710,-183.105502,-24530.123234,1048.335603,5931.600549,-20.000000,10.070808,-19.836439,-0.152588,-195.160046,-162.048451,55.389442,-0.610352,-0.762940
1363,-1.246630,-3.613194,-183.644047,-24663.077831,1204.803603,5810.926359,-14.000000,3.662112,-29.296895,4.577640,-111.236648,-289.612014,-121.917808,-1.525880,-1.373292
1364,-1.586620,-3.219449,-182.656714,-24663.077831,1408.212004,5875.904769,-4.000000,-0.762940,1.068116,-4.272464,20.904555,-153.045759,-163.879507,-0.915528,-1.373292
1365,-1.903944,-3.474225,-182.836229,-24574.441433,1283.037603,5885.187399,-5.000000,-5.645756,13.885508,-7.476812,54.779090,-67.901658,-63.018842,-1.373292,-1.068116
1366,-1.835946,-3.196287,-183.105502,-24796.032429,1486.446004,5903.752659,4.000000,-8.392340,35.247827,3.051760,73.394826,-161.895863,39.520291,-1.220704,-1.220704
1367,-1.654618,-3.126803,-182.656714,-24663.077831,1345.624804,5885.187399,17.000000,-19.531263,44.708283,5.340580,37.384059,-47.760042,74.005178,-1.525880,-2.593996
