bleuenn-std-03
Date:,2012/11/24
Time:,11:05:45
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:L5,,,Patient1:LTRO,,,Patient1:RASI,,,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:T12,,,Patient1:T7,,,Patient1:LSHO,,,Patient1:BHD,,,Patient1:RANK,,,Patient1:LANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:RBHD,,,Patient1:LBHD,,,Patient1:RTOE,,,Patient1:LTOE,,,Patient1:LASI,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BHD-1,,,Patient1:C7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1099,0.158662,-4.933400,-163.807618,-16286.938190,578.931602,5801.643729,-22.000000,-8.544928,-35.858179,-16.174327,1.373292,82.702693,45.776398,-1.678468,-1.220704
1100,0.747978,-5.072369,-163.628103,-16442.051888,625.872002,5838.774249,-28.000000,2.746584,-11.444100,-11.291512,-60.119670,21.209731,44.097931,-0.915528,-1.373292
1101,0.475986,-4.956561,-164.166648,-16530.688286,782.340002,5829.491619,-22.000000,-2.441408,12.969980,-9.765632,-126.342860,1.068116,36.010767,-1.068116,-0.915528
1102,0.226660,-4.887077,-163.538345,-16065.347195,594.578402,5783.078469,-20.000000,-16.784679,33.416771,-1.831056,-170.745966,-88.958801,11.291512,-1.068116,-1.678468
1103,0.113330,-4.979723,-163.448588,-16375.574589,563.284801,5792.361099,-17.000000,-20.751967,63.934370,-3.967288,-204.620501,-129.699796,19.531263,-1.373292,-1.220704
1104,0.022666,-5.002884,-163.628103,-16486.370087,829.280402,5894.470029,-5.000000,-6.713872,66.528366,7.781988,-132.141204,-108.795240,-24.261491,-1.068116,-1.220704
1105,0.135996,-4.910238,-163.089557,-16286.938190,782.340002,5829.491619,-1.000000,10.070808,17.547619,10.223396,-94.909733,-213.165429,-93.841617,-1.983644,-1.678468
1106,0.362656,-4.887077,-162.640769,-16353.415489,782.340002,5848.056879,4.000000,23.651139,11.749276,20.904555,-86.212217,-271.606631,-275.726507,-1.068116,-1.831056
1107,0.000000,-4.632300,-162.910042,-16397.733688,782.340002,5838.774249,19.000000,22.125259,48.828158,21.362319,-88.043273,-76.293997,-199.737685,-1.983644,-1.220704
1108,-0.249326,-4.678623,-162.999800,-16198.301792,782.340002,5903.752659,17.000000,-0.152588,108.490064,16.021739,-121.307456,116.882404,-8.544928,-1.220704,-1.525880
1109,-0.181328,-4.632300,-162.461254,-16309.097290,907.514402,5829.491619,26.000000,-16.174327,86.975157,-18.005383,-97.045965,74.157766,39.520291,-1.220704,-1.373292
1110,-0.181328,-4.539654,-162.551012,-16442.051888,782.340002,5885.187399,31.000000,-24.719255,20.904555,-16.021739,-18.005383,74.005178,115.203936,-1.220704,-1.220704
1111,-0.362656,-4.447008,-162.371496,-16375.574589,891.867602,5931.600549,29.000000,-15.106211,-7.476812,7.629400,5.493168,199.737685,64.392134,-1.220704,-1.220704
1112,-0.045332,-4.169070,-161.384163,-16419.892788,829.280402,5875.904769,27.000000,10.070808,20.294203,3.967288,-38.757351,9.307868,-14.953624,-0.610352,-1.831056
1113,-0.589316,-4.238555,-161.832951,-16508.529186,860.574002,5950.165809,18.000000,4.272464,49.438510,-2.593996,12.817392,-25.787371,-213.165429,-1.525880,-1.983644
1114,-0.271992,-4.030101,-160.935375,-16464.210987,1001.395203,5875.904769,7.000000,-0.610352,61.492962,-25.634783,77.819877,-28.533955,-108.642652,-1.068116,-1.220704
1115,-0.203994,-3.867971,-162.371496,-16353.415489,938.808002,5894.470029,4.000000,9.918220,39.825467,-24.871843,185.852178,-8.697516,-201.721329,-1.068116,-1.373292
1116,-0.430654,-3.983778,-161.563678,-16242.619991,970.101603,5903.752659,0.000000,-10.986336,-24.719255,-0.152588,182.342654,17.395031,-257.263359,-1.373292,-1.220704
1117,-0.385322,-3.682679,-160.845617,-16264.779091,1001.395203,5903.752659,-12.000000,-21.362319,-60.882610,3.051760,99.792549,66.986130,43.640167,-1.220704,-1.220704
1118,-0.543984,-3.752163,-161.025132,-16353.415489,1063.982403,5996.578959,-14.000000,-21.820083,-69.885302,4.730228,58.288614,-169.983026,122.375572,-1.220704,-1.220704
1119,-0.702646,-3.381579,-160.666102,-16176.142693,1017.042003,5968.731069,-22.000000,-9.765632,-90.026917,-5.950932,-16.174327,-271.148867,224.762117,-1.525880,-1.220704
1120,-0.634648,-3.451064,-161.384163,-16375.574589,1048.335603,5913.035289,-25.000000,8.544928,-54.931678,-16.632091,-53.558386,-93.536441,266.876403,-1.525880,-1.678468
1121,-0.974638,-3.358418,-160.576344,-16309.097290,1142.216403,5978.013699,-22.000000,11.444100,-24.871843,-1.983644,-77.667289,307.617398,170.288202,-1.068116,-1.525880
1122,-1.155966,-3.173126,-161.294405,-16309.097290,938.808002,5913.035289,-20.000000,7.629400,-14.038096,3.051760,-76.446585,90.332093,85.296689,-1.220704,-1.373292
1123,-0.770644,-2.848865,-160.486587,-16375.574589,1079.629203,5950.165809,-14.000000,9.613044,10.375984,-5.035404,-5.950932,9.002692,37.841823,-1.220704,-1.220704
1124,-0.906640,-3.080480,-160.576344,-16375.574589,1110.922803,6005.861588,-4.000000,-27.771015,23.651139,-11.596688,76.599173,90.637269,19.226087,-0.915528,-1.220704
1125,-0.793310,-2.547765,-160.037799,-16375.574589,1095.276003,5931.600549,-4.000000,-17.089855,25.482195,-18.157971,79.956109,33.874535,-5.493168,-1.525880,-1.983644
1126,-0.974638,-2.408796,-160.037799,-16309.097290,1126.569603,5913.035289,2.000000,-17.242443,-26.550311,-5.187992,22.277847,-21.209731,-2.288820,-1.373292,-1.220704
1127,-0.770644,-2.385635,-160.845617,-16198.301792,1236.097203,5996.578959,17.000000,-8.392340,-32.959007,0.915528,-31.280539,-13.427744,-7.324224,-1.525880,-1.373292
1128,-0.861308,-2.107697,-161.294405,-16375.574589,1095.276003,5987.296329,16.000000,-7.781988,-17.089855,5.950932,-35.858179,64.086958,-17.089855,-3.204348,-1.525880
1129,-0.929306,-2.061374,-160.935375,-16442.051888,1157.863203,5978.013699,25.000000,-7.781988,-8.850104,3.051760,77.362113,184.021122,-4.577640,-1.220704,-1.831056
1130,-0.611982,-1.876082,-161.384163,-16597.165585,1329.978004,5959.448439,32.000000,-4.882816,47.302278,-4.577640,166.473502,-2.899172,-24.719255,-0.915528,-1.373292
1131,-0.815976,-1.876082,-161.294405,-16442.051888,1157.863203,6024.426848,29.000000,22.888199,54.016150,6.561284,80.566461,-121.917808,-19.989027,-1.525880,-1.220704
1132,-1.042636,-1.574982,-162.012466,-16641.483784,1298.684403,6033.709478,23.000000,25.634783,31.890891,12.664804,4.882816,-118.103108,97.656317,-1.525880,-1.373292
1133,-0.838642,-1.227560,-161.473920,-16685.801983,1126.569603,5978.013699,18.000000,28.228779,-16.326915,13.275156,-5.493168,-166.168326,182.190066,-1.068116,-2.288820
1134,-0.589316,-1.134914,-162.102224,-16375.574589,1142.216403,6061.557368,6.000000,19.836439,-18.310559,-7.171636,4.272464,-155.944931,173.339962,-1.068116,-1.373292
1135,-0.634648,-1.042268,-161.563678,-16486.370087,1142.216403,5931.600549,4.000000,1.525880,25.939959,-35.400415,1.068116,80.871637,69.427538,-1.373292,-1.983644
1136,-0.679980,-0.903299,-161.743193,-16464.210987,1329.978004,5996.578959,-2.000000,3.662112,40.740995,-7.476812,0.305176,127.868740,-316.009738,-1.678468,-1.678468
1137,-0.725312,-0.926460,-162.281739,-16552.847385,1314.331203,5978.013699,-14.000000,-18.005383,-1.220704,-0.457764,34.179711,-59.509318,-419.464398,-0.915528,-1.373292
1138,-0.929306,-0.625361,-161.832951,-16575.006485,1173.510003,6005.861588,-13.000000,-11.901864,-3.967288,-2.441408,76.141409,-81.787165,-75.988821,-0.915528,-1.220704
1139,-0.838642,-0.277938,-162.371496,-16575.006485,1204.803603,6015.144218,-21.000000,-23.956315,-36.010767,-3.356936,100.860665,39.062527,-42.724639,-1.068116,-1.373292
1140,-0.815976,-0.138969,-162.640769,-16663.642883,1173.510003,6033.709478,-28.000000,9.765632,-12.207040,-13.275156,47.302278,-49.743686,-58.593790,-0.915528,-1.525880
1141,-0.815976,0.046323,-162.910042,-16774.438381,1189.156803,6061.557368,-24.000000,41.351347,10.833748,3.356936,-29.449483,-98.571845,-90.179505,-1.220704,-1.525880
1142,-0.611982,0.208454,-162.371496,-16575.006485,1189.156803,6126.535778,-20.000000,18.157971,17.395031,7.171636,-112.915116,-208.435201,9.460456,-0.610352,-0.610352
1143,-0.906640,0.208454,-162.910042,-16730.120182,1267.390803,6070.839998,-14.000000,-7.324224,39.367703,-2.136232,-72.631886,-25.329607,60.272258,-1.068116,-0.915528
1144,-0.951972,0.440069,-163.089557,-16730.120182,1267.390803,6052.274738,-3.000000,2.746584,18.310559,-9.002692,-29.907247,181.274538,52.948034,-0.915528,-1.220704
1145,-0.634648,0.602199,-163.807618,-16752.279282,1283.037603,6080.122628,-2.000000,-2.899172,90.026917,-10.528572,-46.539338,227.356112,42.114287,-1.525880,-0.915528
1146,-0.543984,0.903299,-163.628103,-16641.483784,1173.510003,6200.796818,6.000000,-44.403107,28.228779,0.305176,-53.405798,125.274744,-7.476812,-1.220704,-1.220704
1147,-0.566650,0.926460,-163.807618,-16730.120182,1236.097203,6154.383668,16.000000,-81.787165,-41.809111,31.890891,-43.334991,-21.362319,-41.503935,-1.373292,-0.457764
1148,-0.475986,1.042268,-163.807618,-16818.756580,1204.803603,6135.818408,17.000000,-77.362113,-61.187786,19.226087,-14.953624,189.666878,-113.372880,-1.373292,-1.220704
1149,-0.815976,0.995945,-164.166648,-17040.347576,1236.097203,6070.839998,26.000000,-43.792755,-62.866254,-1.068116,11.444100,361.175784,-190.124642,-1.525880,-1.220704
1150,-0.385322,1.459175,-164.974467,-16907.392979,1267.390803,6052.274738,31.000000,2.899172,-39.978055,3.814700,-27.008075,165.405387,-332.947005,-0.915528,-1.373292
1151,-0.430654,1.621305,-165.333497,-16951.711178,1283.037603,6163.666298,27.000000,28.076191,-19.836439,11.291512,-15.258799,88.348449,-316.772677,-1.220704,-1.068116
1152,-0.611982,1.482336,-165.064224,-17018.188477,1173.510003,6172.948928,23.000000,52.948034,29.602071,14.190684,60.882610,42.572051,-52.490270,-0.915528,-1.525880
1153,-0.634648,1.829759,-165.872043,-17040.347576,1204.803603,6042.992108,21.000000,12.817392,8.544928,11.291512,49.285922,8.544928,227.203524,-1.220704,-1.373292
1154,-0.770644,2.038212,-166.679861,-16996.029377,1126.569603,6126.535778,7.000000,-3.814700,73.547414,13.275156,-60.272258,-118.103108,221.710357,-1.220704,-1.373292
1155,-0.362656,2.107697,-166.410588,-17106.824875,1173.510003,6219.362078,5.000000,2.593996,50.506626,15.258799,-26.550311,-177.917602,173.797726,-1.068116,-1.220704
1156,-0.135996,2.292989,-166.141316,-17195.461273,1267.390803,6247.209968,-1.000000,-1.373292,12.207040,-6.561284,75.225882,-265.960875,-14.038096,-1.373292,-1.220704
1157,-0.226660,2.408796,-167.038892,-17195.461273,1110.922803,6200.796818,-12.000000,-0.152588,-2.746584,-18.768323,14.343272,-382.538103,10.528572,-1.525880,-2.136232
1158,-0.271992,2.408796,-167.846710,-17328.415871,1095.276003,6237.927338,-12.000000,-19.836439,-0.915528,-1.678468,33.569359,-331.726301,86.822569,-1.068116,-1.373292
1159,-0.226660,2.686734,-167.487680,-17394.893169,1063.982403,6172.948928,-18.000000,-30.517599,-5.493168,4.730228,37.078883,-179.748658,123.748864,-0.457764,-1.068116
1160,-0.475986,2.709896,-168.205740,-17284.097672,1079.629203,6200.796818,-25.000000,16.632091,-26.855487,2.136232,-21.667495,-89.416565,178.833130,-1.373292,-0.915528
1161,0.045332,2.756219,-168.744286,-17483.529568,1110.922803,6191.514188,-22.000000,26.245135,-77.514701,7.171636,-65.612838,15.106211,100.708077,-1.373292,-1.525880
1162,0.113330,2.987834,-169.013559,-17505.688667,1189.156803,6228.644708,-22.000000,-25.634783,11.901864,0.915528,-5.645756,348.358392,-39.367703,-1.373292,-0.915528
1163,0.181328,3.219449,-168.834044,-17616.484165,1126.569603,6219.362078,-15.000000,-26.550311,30.975363,-0.915528,11.444100,413.818642,-8.087164,-1.068116,-1.220704
1164,-0.022666,3.196287,-169.731620,-17594.325066,1204.803603,6256.492598,-1.000000,-13.427744,-58.441202,0.000000,-12.207040,147.400003,-8.850104,-0.915528,-1.220704
1165,-0.045332,3.566871,-170.180408,-17550.006866,1110.922803,6265.775228,-3.000000,-5.798344,-42.877227,6.256108,36.315943,-14.801036,-50.811802,-1.068116,-1.068116
1166,0.113330,3.520548,-170.988226,-17705.120564,1142.216403,6284.340487,6.000000,-5.340580,-53.863562,6.256108,4.119876,-36.163355,-88.958801,-0.762940,-1.068116
1167,0.090664,3.520548,-171.526772,-17793.756962,1095.276003,6265.775228,18.000000,-3.967288,-80.108697,-4.730228,-34.942651,-48.980746,-74.615530,-1.220704,-1.678468
1168,0.113330,3.752163,-171.167741,-17904.552460,1189.156803,6340.036267,16.000000,27.313251,-43.792755,-2.441408,-51.116978,-12.359628,66.528366,-0.457764,-1.068116
1169,-0.022666,3.821648,-172.424348,-18015.347958,1142.216403,6228.644708,25.000000,37.994411,3.204348,-22.583023,-44.250519,51.727330,21.362319,-2.746584,-1.068116
1170,0.385322,3.891132,-172.065317,-17948.870659,1048.335603,6275.057858,30.000000,18.310559,-23.345963,-17.395031,-52.032506,7.934576,-176.849486,-1.525880,-1.983644
1171,-0.067998,3.867971,-173.052651,-18037.507057,1173.510003,6265.775228,29.000000,-4.882816,-37.994411,7.324224,-48.370394,-133.819672,-294.494830,-1.068116,-1.678468
1172,0.113330,4.030101,-174.039984,-18214.779854,1063.982403,6284.340487,26.000000,-5.798344,-27.923603,17.242443,-33.874535,-294.952594,-47.149690,0.152588,-1.068116
1173,0.226660,3.891132,-174.129742,-18192.620754,1157.863203,6293.623117,20.000000,0.305176,0.610352,34.179711,9.918220,-438.080133,43.182403,-1.220704,-1.678468
1174,-0.203994,4.238555,-175.117076,-18236.938953,1173.510003,6349.318897,6.000000,-10.681160,35.247827,19.989027,15.411387,-143.737891,124.969568,-1.068116,-1.373292
1175,-0.067998,3.937455,-175.296591,-18214.779854,1110.922803,6321.471007,6.000000,-6.713872,11.749276,18.615735,29.754659,28.381367,111.084060,-1.373292,-1.373292
1176,-0.158662,4.169070,-175.924894,-18259.098053,1157.863203,6340.036267,-2.000000,1.373292,13.885508,10.223396,48.370394,-134.430024,95.977849,-1.220704,-1.220704
1177,-0.385322,4.122747,-176.373682,-18458.529949,1267.390803,6312.188377,-13.000000,6.408696,-3.051760,13.732920,149.383647,23.498551,27.008075,-0.762940,-1.525880
1178,-0.203994,4.169070,-177.450773,-18746.598244,1189.156803,6330.753637,-13.000000,9.155280,-35.400415,0.762940,97.198553,256.653007,-72.937062,-1.220704,-1.525880
1179,-0.203994,4.261716,-176.912228,-18480.689049,1267.390803,6321.471007,-22.000000,4.730228,42.114287,17.547619,23.193375,405.273715,0.000000,-1.678468,-0.915528
1180,-0.090664,4.053263,-177.181500,-18657.961845,1220.450403,6340.036267,-29.000000,-12.664804,86.975157,20.599379,-30.822775,343.322989,104.217601,-1.373292,-0.915528
1181,-0.226660,4.030101,-177.809803,-18790.916443,1220.450403,6451.427827,-24.000000,3.967288,48.522982,25.024431,-47.607454,202.026505,107.574536,-1.220704,-1.373292
1182,-0.679980,3.983778,-178.348349,-18923.871040,1110.922803,6377.166787,-18.000000,-6.408696,-43.792755,22.735611,-66.223190,135.803315,36.773707,-1.068116,-1.373292
1183,-0.906640,4.006940,-178.348349,-18946.030140,1157.863203,6414.297307,-15.000000,-12.054452,59.204142,-11.138924,-73.547414,-7.019048,15.716563,-1.220704,-1.525880
1184,-0.589316,4.099586,-178.797137,-19056.825638,1173.510003,6377.166787,-4.000000,-30.822775,83.770809,-61.492962,-28.228779,-54.626502,-43.029815,-2.441408,-1.373292
1185,-0.589316,3.636356,-180.233259,-19123.302937,1157.863203,6405.014677,-3.000000,-28.991719,-62.103314,-29.449483,-47.912630,116.882404,-88.958801,-1.068116,-1.220704
1186,-1.019970,3.752163,-180.592289,-19145.462036,1267.390803,6423.579937,4.000000,-18.310559,-96.435613,-8.697516,-62.866254,-45.013459,-21.057143,-1.983644,-1.373292
1187,-1.019970,3.659517,-180.861562,-19189.780235,1204.803603,6460.710457,19.000000,-2.441408,-76.904349,-0.152588,-72.479298,-232.238928,22.125259,-1.220704,-1.525880
1188,-0.679980,3.590033,-181.759138,-19211.939335,1345.624804,6423.579937,16.000000,6.713872,-23.956315,-7.019048,-43.029815,-70.800830,48.065218,-1.525880,-1.220704
1189,-1.042636,3.590033,-181.579623,-19433.530331,1173.510003,6423.579937,25.000000,7.019048,-55.999794,4.882816,38.146999,-115.661700,15.563975,-1.373292,-1.525880
1190,-0.725312,3.520548,-181.848895,-19500.007629,1189.156803,6488.558347,32.000000,-7.934576,10.528572,-0.762940,84.686337,-305.786342,-63.934370,-1.220704,-1.678468
1191,-1.178632,3.265772,-182.477199,-19655.121326,1267.390803,6507.123607,28.000000,-14.038096,46.234162,-0.305176,65.765426,-191.955698,-17.547619,-0.915528,-1.373292
1192,-1.201298,3.219449,-182.656714,-19610.803127,1189.156803,6451.427827,26.000000,-5.493168,36.926295,-3.204348,15.411387,-2.899172,90.332093,-1.678468,-1.220704
1193,-1.586620,3.242610,-183.195259,-19721.598625,1251.744003,6386.449417,19.000000,1.983644,43.182403,-9.918220,9.002692,6.561284,132.446380,-1.068116,-1.983644
1194,-1.450624,3.265772,-183.374775,-19943.189621,1251.744003,6525.688867,6.000000,-19.989027,23.651139,-11.291512,23.651139,-138.549899,279.846383,-0.915528,-1.068116
1195,-1.337294,2.964672,-183.644047,-20031.826019,1173.510003,6460.710457,6.000000,-21.057143,94.146793,0.610352,-27.923603,-47.760042,328.979717,-1.373292,-1.220704
1196,-1.178632,2.802542,-183.733805,-19788.075924,1063.982403,6469.993087,-2.000000,14.190684,64.392134,-1.983644,28.076191,-178.070190,120.544516,-1.220704,-0.762940
1197,-1.631952,2.825703,-184.272351,-20098.303318,1048.335603,6469.993087,-13.000000,36.926295,8.392340,3.356936,99.639961,-45.013459,-250.091724,-0.915528,-1.525880
1198,-1.450624,2.825703,-184.721139,-20364.212513,1142.216403,6432.862567,-14.000000,35.400415,29.449483,7.781988,179.443482,-4.272464,-535.736450,-1.220704,-1.220704
1199,-1.518622,2.756219,-185.439199,-20297.735214,1189.156803,6451.427827,-21.000000,9.002692,39.672879,16.632091,124.664392,255.432304,-292.358598,-1.220704,-1.525880
1200,-1.903944,2.408796,-185.708472,-20475.008011,1314.331203,6414.297307,-27.000000,19.226087,81.787165,23.956315,69.427538,491.485932,-36.163355,-1.373292,-1.678468
1201,-1.450624,2.385635,-186.426533,-20452.848911,1236.097203,6516.406237,-23.000000,23.651139,89.111389,18.310559,-7.476812,280.761911,22.583023,-0.915528,-1.373292
1202,-2.334598,2.362473,-185.798230,-20452.848911,1361.271604,6367.884157,-22.000000,2.899172,39.825467,0.457764,-100.555489,-21.972671,-44.860871,-1.220704,-1.220704
1203,-1.858612,1.991889,-185.618715,-20585.803509,1267.390803,6469.993087,-14.000000,12.207040,18.920911,-1.373292,5.493168,-177.765014,-4.882816,-1.373292,-0.305176
1204,-2.153270,2.154020,-186.606048,-20718.758106,1220.450403,6414.297307,-1.000000,-8.544928,-55.847206,2.746584,89.569153,-113.220292,-40.435819,-1.373292,-1.220704
1205,-2.221268,2.038212,-185.887987,-20873.871803,1329.978004,6516.406237,-2.000000,-1.220704,-113.525468,-5.645756,64.544722,106.353832,-2.746584,-1.678468,-0.915528
1206,-2.583924,2.084535,-185.977745,-20718.758106,1314.331203,6469.993087,4.000000,25.787371,-93.231265,-10.375984,-26.397723,-83.160457,68.206834,-1.068116,-1.678468
1207,-2.538592,2.015051,-186.965079,-20873.871803,1267.390803,6432.862567,16.000000,55.999794,-149.536235,-10.528572,-121.002280,-148.925883,121.765220,-1.678468,-1.678468
1208,-2.289266,1.737113,-187.413867,-20940.349102,1408.212004,6516.406237,18.000000,33.111595,-126.190272,-18.310559,-232.544104,-51.116978,124.664392,-1.525880,-1.678468
1209,-2.357264,1.737113,-186.965079,-20984.667301,1345.624804,6414.297307,24.000000,6.713872,-40.130643,-3.051760,-216.522365,256.653007,81.481989,-1.983644,-1.220704
1210,-2.447928,1.505498,-187.952412,-21250.576496,1361.271604,6423.579937,31.000000,-19.531263,-60.119670,16.632091,-90.484681,346.222161,37.841823,-1.220704,-1.220704
1211,-2.561258,1.760274,-187.503624,-21095.462799,1408.212004,6497.840977,28.000000,-39.367703,-89.721741,25.482195,-41.809111,63.171430,66.833542,-1.373292,-1.373292
1212,-2.583924,1.621305,-187.862655,-21206.258297,1220.450403,6377.166787,27.000000,-46.691926,-27.465839,16.479503,-28.686543,-75.531057,-7.171636,-1.068116,-1.678468
1213,-2.674588,1.621305,-187.503624,-21250.576496,1486.446004,6442.145197,18.000000,-47.760042,-1.678468,-2.136232,-21.667495,33.569359,-65.612838,-0.915528,-1.678468
1214,-2.515926,1.574982,-187.772897,-21427.849293,1408.212004,6451.427827,6.000000,-27.923603,-36.773707,-21.209731,10.681160,-7.934576,-37.689235,-0.762940,-1.220704
1215,-3.105242,1.389690,-187.862655,-21339.212894,1329.978004,6367.884157,7.000000,-9.002692,-10.833748,-11.444100,-25.634783,-18.463147,-22.888199,-1.525880,-1.220704
1216,-2.515926,1.459175,-187.234351,-21405.690193,1486.446004,6367.884157,-2.000000,0.762940,-4.119876,4.425052,-63.781782,1.068116,-41.198759,-1.220704,-1.373292
1217,-2.901248,1.297044,-188.131927,-21538.644791,1455.152404,6340.036267,-14.000000,-1.373292,66.680954,13.885508,-19.073499,143.737891,-12.512216,-1.525880,-1.220704
1218,-2.765252,1.366529,-187.413867,-21516.485691,1595.973604,6414.297307,-12.000000,4.882816,114.135820,7.476812,9.918220,427.093798,9.918220,-1.220704,-1.525880
1219,-2.470594,1.297044,-187.144594,-21582.962990,1564.680004,6340.036267,-22.000000,-12.969980,148.162943,-11.901864,20.141615,162.811391,9.765632,-1.220704,-1.220704
1220,-2.742586,1.412852,-187.952412,-21782.394886,1486.446004,6349.318897,-26.000000,17.700207,264.434995,-8.087164,53.863562,-107.421948,-0.762940,-1.068116,-0.762940
1221,-2.878582,1.297044,-186.965079,-21760.235786,1549.033204,6367.884157,-20.000000,-16.937267,300.445762,-2.746584,85.601865,-64.849898,-4.425052,-1.220704,-1.220704
1222,-2.991912,1.389690,-187.772897,-21782.394886,1533.386404,6432.862567,-23.000000,-39.215115,294.952594,28.991719,14.190684,-82.244929,-7.019048,-1.525880,-0.457764
1223,-2.991912,1.389690,-187.593382,-21715.917587,1455.152404,6423.579937,-16.000000,21.514907,191.803110,56.457558,51.574742,-376.739759,11.444100,-0.915528,-1.373292
1224,-2.629256,1.366529,-187.683139,-21738.076687,1721.148005,6405.014677,0.000000,21.057143,-14.038096,59.967082,65.765426,-420.227338,-72.784474,-1.220704,-1.373292
1225,-2.901248,1.204398,-187.503624,-21915.349483,1627.267204,6330.753637,-2.000000,11.291512,-338.592761,56.915322,14.495860,-243.683028,-159.301867,-1.220704,-1.983644
1226,-2.833250,1.181237,-186.875321,-21981.826782,1642.914004,6377.166787,3.000000,-32.501243,-415.802286,54.779090,-11.444100,-153.656111,-84.838925,-0.305176,-1.373292
1227,-2.561258,1.227560,-186.067503,-21804.553986,1642.914004,6302.905747,19.000000,-21.514907,-344.696281,0.152588,-23.193375,-142.822363,-43.029815,-1.068116,-1.220704
1228,-2.969246,1.273883,-186.875321,-22225.576878,1705.501204,6469.993087,18.000000,18.157971,-198.974745,-54.473914,-46.386750,104.827953,117.645344,-0.915528,-1.220704
1229,-3.150574,1.158075,-185.708472,-22092.622280,1595.973604,6321.471007,26.000000,55.542030,-9.765632,-42.419463,-55.084266,464.477857,105.743480,-0.762940,-1.220704
1230,-3.309236,1.389690,-186.067503,-22136.940479,1642.914004,6284.340487,29.000000,68.512010,98.877021,-57.830850,-28.686543,27.618427,-84.228573,-0.915528,-0.915528
1231,-2.991912,1.273883,-186.426533,-22026.144981,1595.973604,6377.166787,25.000000,35.247827,-14.038096,-17.395031,-34.027123,-163.726919,-158.081163,-0.915528,-1.068116
1232,-3.195906,1.366529,-185.618715,-22092.622280,1752.441605,6340.036267,29.000000,19.531263,-88.653625,-7.934576,-35.095239,66.680954,-200.348037,-1.220704,-1.068116
1233,-3.150574,1.598144,-185.349442,-22114.781380,1689.854404,6284.340487,20.000000,29.296895,-81.024225,-1.678468,-13.580332,211.029197,-116.577228,-1.068116,-1.220704
1234,-2.719920,1.482336,-185.528957,-22003.985882,1705.501204,6358.601527,5.000000,14.343272,21.667495,-0.762940,-5.798344,128.326504,-6.561284,-1.220704,-1.525880
1235,-2.629256,1.297044,-185.169927,-22181.258678,1768.088405,6349.318897,4.000000,28.839131,74.462942,-2.136232,18.920911,50.354038,127.258388,-1.983644,-1.831056
1236,-2.810584,1.574982,-184.810896,-22070.463181,1783.735205,6395.732047,2.000000,23.956315,92.468325,-1.068116,-9.155280,-9.918220,101.928781,-1.220704,-1.678468
1237,-2.810584,1.436013,-184.631381,-22136.940479,1674.207604,6312.188377,-16.000000,4.882816,29.449483,-4.119876,22.430435,-141.754247,-46.539338,-1.068116,-0.610352
1238,-2.493260,1.760274,-184.451866,-22114.781380,1533.386404,6377.166787,-14.000000,0.305176,-41.351347,9.918220,78.887993,-202.026505,-194.397106,-1.525880,-1.373292
1239,-2.493260,1.528659,-183.733805,-22092.622280,1611.620404,6302.905747,-20.000000,4.425052,-37.078883,10.681160,192.566050,-187.072882,-159.607043,-2.746584,-0.915528
1240,-2.289266,1.528659,-184.272351,-22247.735977,1689.854404,6330.753637,-26.000000,-11.444100,-52.642858,15.563975,168.609734,9.307868,99.182197,-1.525880,-1.220704
1241,-2.198602,1.760274,-183.733805,-22292.054176,1564.680004,6293.623117,-23.000000,-24.261491,2.746584,7.934576,95.367497,273.285099,190.887582,-0.762940,-1.373292
1242,-2.561258,1.760274,-184.092835,-22159.099579,1564.680004,6358.601527,-23.000000,-22.430435,27.008075,-25.024431,-73.089650,190.887582,281.219675,-0.915528,-1.525880
1243,-2.266600,1.737113,-183.913320,-22269.895077,1611.620404,6330.753637,-17.000000,5.493168,6.103520,-31.280539,-130.004972,-71.106006,179.290894,-0.915528,-1.068116
1244,-2.130604,1.783436,-183.464532,-22136.940479,1564.680004,6312.188377,-2.000000,12.969980,29.907247,-12.054452,-41.503935,-191.192758,-159.454455,-0.915528,-1.220704
1245,-1.495956,1.922405,-184.003078,-22292.054176,1455.152404,6330.753637,-4.000000,-16.632091,66.070602,-8.392340,63.781782,-194.244518,-196.685925,-1.220704,-0.610352
1246,-2.130604,1.945566,-183.105502,-22292.054176,1627.267204,6349.318897,5.000000,-20.751967,74.310354,-12.817392,68.512010,-139.618015,-91.857973,-1.220704,-1.373292
1247,-1.382626,1.876082,-183.913320,-22402.849674,1549.033204,6312.188377,18.000000,-14.190684,25.329607,-15.716563,19.683851,79.193169,78.887993,-1.068116,-1.068116
1248,-1.405292,1.991889,-183.464532,-22358.531475,1533.386404,6247.209968,18.000000,-12.359628,45.776398,-4.730228,-83.313045,173.187374,130.767912,-0.915528,-1.678468
