bleuenn-ank-03
Date:,2012/11/24
Time:,11:54:39
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:RTRO,,,Patient1:LTRO,,,Patient1:L5,,,Patient1:RASI,,,Patient1:LASI,,,Patient1:T12,,,Patient1:LANK,,,Patient1:RANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:LTOE,,,Patient1:LSHO,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BALAVD,,,Patient1:BALARD,,,Patient1:BALAVG,,,Patient1:BALARG,,,Patient1:LBHD,,,Patient1:RBHD,,,Patient1:T7,,,Patient1:RTOE,,,Patient1:BHD,,,Patient1:T7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3443,-11.990314,-8.129687,-189.657807,-79484.690189,219.055201,3592.377797,-21.000000,-17.547619,-16.784679,-1.983644,-50.659214,3.509524,173.492550,-0.762940,-1.220704
3444,-11.355666,-8.060202,-189.837322,-79529.008389,391.170001,3564.529907,-27.000000,-31.585715,-5.645756,0.915528,-77.056937,66.070602,109.710768,-0.915528,-1.525880
3445,-11.695656,-7.828587,-190.106595,-79418.212891,250.348801,3518.116757,-22.000000,-25.939959,14.953624,2.136232,-84.075985,27.771015,18.768323,-1.220704,-1.525880
3446,-12.080978,-7.874910,-189.927079,-79573.326588,375.523201,3583.095167,-23.000000,-38.146999,32.653831,3.051760,-81.481989,-113.678056,15.258799,-1.373292,-1.220704
3447,-11.990314,-7.828587,-190.465625,-79484.690189,297.289201,3499.551497,-18.000000,-24.414079,21.514907,0.457764,-55.999794,-169.830438,-38.146999,0.457764,-0.915528
3448,-11.876984,-7.620134,-190.106595,-79661.962986,297.289201,3675.921467,-14.000000,-25.329607,3.967288,7.934576,-56.610146,-244.140792,-134.735200,-1.220704,-1.678468
3449,-11.808986,-7.504326,-190.286110,-79573.326588,328.582801,3545.964647,-7.000000,4.272464,-53.558386,9.918220,-73.852590,-232.238928,-180.206422,-1.220704,-1.373292
3450,-11.695656,-7.481165,-190.196352,-79595.485687,312.936001,3601.660427,-2.000000,-26.397723,-74.768118,-10.375984,-72.784474,-228.424228,-67.749070,-1.068116,-1.373292
3451,-12.194308,-7.481165,-190.555383,-79639.803886,344.229601,3666.638837,12.000000,-24.566667,-97.198553,-6.103520,-56.762734,81.329401,34.179711,-1.068116,-1.373292
3452,-11.808986,-7.458003,-191.273443,-79551.167488,422.463601,3694.486727,18.000000,-38.909939,-132.446380,-8.392340,-43.029815,405.426303,40.435819,-1.525880,-1.220704
3453,-11.922316,-7.504326,-191.363201,-79728.440285,469.404001,3666.638837,21.000000,10.070808,54.168738,-9.613044,28.991719,28.228779,29.449483,2.288820,-1.220704
3454,-12.035646,-7.180065,-190.645140,-79927.872181,375.523201,3685.204097,29.000000,13.275156,235.138100,-4.730228,54.016150,-175.323606,-30.212423,-1.068116,-1.373292
3455,-12.375636,-7.017935,-191.452959,-79839.235783,391.170001,3703.769357,24.000000,45.928986,218.506009,-7.629400,55.847206,-146.179299,-79.345757,-1.220704,-1.373292
3456,-11.786320,-7.017935,-191.811989,-79927.872181,265.995601,3750.182507,24.000000,44.250519,177.459838,-8.392340,30.822775,-100.555489,-18.768323,-1.068116,-1.220704
3457,-11.763654,-6.994773,-192.440292,-80105.144978,391.170001,3750.182507,18.000000,41.503935,36.468531,-5.645756,12.054452,-109.558180,101.623605,-0.915528,-1.983644
3458,-12.035646,-6.485220,-192.619807,-80105.144978,375.523201,3750.182507,14.000000,21.514907,-62.713666,-2.441408,23.498551,362.243900,142.974951,-0.915528,-1.373292
3459,-12.148976,-6.531543,-191.632474,-80371.054173,391.170001,3722.334617,10.000000,-9.460456,-182.953006,-1.678468,30.670187,272.979923,74.005178,-1.220704,-1.373292
3460,-12.647628,-6.415736,-193.248111,-80504.008770,406.816801,3815.160916,0.000000,-23.040787,-222.931061,0.000000,32.501243,-47.760042,-23.956315,-1.068116,-1.220704
3461,-12.579630,-6.462059,-193.337868,-80636.963367,312.936001,3759.465137,-10.000000,6.866460,-181.579714,-0.762940,3.814700,-83.923397,102.844309,-1.373292,-1.220704
3462,-12.284972,-6.230444,-192.889080,-80814.236164,344.229601,3833.726176,-14.000000,34.179711,-169.525262,-1.068116,-14.801036,-14.495860,161.743275,-1.068116,-0.915528
3463,-12.035646,-6.137798,-193.068595,-80925.031662,453.757201,3768.747766,-21.000000,37.078883,-54.168738,6.408696,-11.749276,99.029609,2.746584,-1.068116,-1.373292
3464,-12.375636,-5.744052,-194.325202,-81235.259056,610.225202,3833.726176,-29.000000,26.245135,25.482195,10.528572,-6.866460,231.018224,-460.205393,-1.068116,-1.220704
3465,-12.194308,-5.697729,-195.492050,-81279.577255,594.578402,3759.465137,-23.000000,4.882816,47.912630,4.882816,-0.762940,73.242238,-211.029197,-3.356936,-1.525880
3466,-12.307638,-5.651406,-196.210111,-81390.372753,500.697601,3805.878286,-23.000000,-20.904555,63.018842,2.593996,-14.801036,-232.849280,261.688411,-1.220704,-1.220704
3467,-12.216974,-5.373468,-196.479384,-81456.850052,453.757201,3889.421956,-16.000000,1.525880,123.138512,1.525880,-16.326915,-217.437893,220.337065,-0.915528,-1.220704
3468,-12.738292,-5.350307,-196.569142,-81678.441048,578.931602,3870.856696,-14.000000,29.754659,83.007869,-0.915528,3.662112,-81.939753,-57.830850,-0.762940,-1.983644
3469,-12.148976,-5.188176,-197.107687,-81855.713844,516.344401,3843.008806,-7.000000,8.850104,-12.359628,-14.495860,34.637475,110.321120,-213.165429,-0.915528,-1.373292
3470,-12.738292,-5.188176,-197.017930,-82165.941238,594.578402,3880.139326,-1.000000,3.356936,-74.157766,-6.866460,32.501243,243.530440,-46.539338,-1.068116,-1.525880
3471,-12.602296,-5.211338,-197.376960,-82099.463940,485.050801,3926.552476,11.000000,8.544928,-39.825467,-2.593996,16.632091,305.633754,4.577640,-1.831056,-1.068116
3472,-12.511632,-4.933400,-198.184778,-82409.691334,625.872002,3935.835106,17.000000,9.460456,-80.413873,4.425052,38.757351,71.716358,-67.901658,-1.068116,-0.915528
3473,-12.942286,-4.701785,-198.274536,-82586.964130,610.225202,3945.117736,21.000000,7.324224,-89.569153,-0.152588,34.484887,-68.817186,-52.032506,-1.068116,-1.220704
3474,-13.055616,-4.910238,-199.351627,-82719.918728,531.991201,3880.139326,30.000000,-2.899172,-46.386750,-1.068116,21.667495,-147.705179,-270.691103,-0.762940,-1.220704
3475,-12.534298,-4.701785,-199.531142,-82919.350624,438.110401,3889.421956,24.000000,7.934576,9.765632,-8.697516,29.907247,-198.974745,-149.688823,-0.915528,-1.220704
3476,-12.670294,-4.331201,-200.069688,-83074.464321,672.812402,3935.835106,27.000000,6.866460,17.547619,-1.373292,29.907247,-162.353627,39.367703,-0.915528,-1.068116
3477,-12.715626,-4.400685,-201.416052,-83451.169014,641.518802,3898.704586,18.000000,-9.460456,49.285922,-1.068116,26.245135,89.874329,8.392340,-1.373292,-1.525880
3478,-12.692960,-4.400685,-201.775082,-83517.646313,547.638001,3935.835106,14.000000,-22.125259,50.201450,3.967288,24.414079,154.419051,-43.029815,-1.068116,-1.373292
3479,-12.262306,-4.308039,-201.595567,-83805.714607,594.578402,3935.835106,9.000000,-23.803727,48.980746,-2.899172,-1.831056,8.544928,138.855075,-1.220704,-1.373292
3480,-12.420968,-4.192232,-202.762416,-84138.101101,563.284801,3991.530886,2.000000,-30.059835,70.037890,4.882816,-18.310559,-166.320914,168.609734,-1.068116,-1.525880
3481,-12.851622,-4.122747,-202.672658,-84115.942001,485.050801,3898.704586,-8.000000,-22.735611,63.934370,1.220704,-38.604763,-124.664392,187.835822,-1.525880,-1.373292
3482,-12.171642,-3.775325,-203.839507,-84404.010296,578.931602,3843.008806,-15.000000,13.732920,99.029609,3.662112,-37.078883,36.163355,95.825261,-1.068116,-1.068116
3483,-12.284972,-3.960617,-203.929265,-84669.919491,594.578402,3917.269846,-19.000000,29.296895,23.193375,0.305176,-24.566667,12.512216,23.651139,-0.915528,-1.068116
3484,-12.443634,-3.775325,-204.557568,-84802.874088,563.284801,3870.856696,-26.000000,19.531263,-44.555695,2.746584,-23.040787,-35.705591,-85.144101,-1.068116,-0.610352
3485,-12.148976,-3.798486,-205.096114,-84980.146885,578.931602,3889.421956,-24.000000,26.092547,-96.435613,-1.525880,-12.512216,-12.207040,10.528572,-1.068116,-1.220704
3486,-12.239640,-3.844809,-206.083447,-85379.010677,610.225202,3963.682996,-23.000000,12.054452,-29.296895,-11.291512,13.885508,111.999588,48.828158,-1.220704,-1.373292
3487,-11.808986,-3.520548,-207.250296,-85356.851578,531.991201,3833.726176,-20.000000,-6.256108,53.710974,1.831056,9.765632,113.678056,63.629194,-1.068116,-1.220704
3488,-11.990314,-3.705840,-206.711750,-85489.806175,531.991201,3861.574066,-13.000000,3.509524,48.828158,1.983644,16.174327,46.234162,-49.133334,-1.525880,-1.373292
3489,-12.239640,-3.659517,-207.070781,-85977.306366,625.872002,3852.291436,-8.000000,1.525880,38.146999,-3.204348,12.207040,21.362319,18.005383,-0.915528,-1.373292
3490,-11.899650,-3.590033,-208.506902,-86021.624565,531.991201,3843.008806,-3.000000,13.427744,68.206834,-5.035404,31.585715,-9.002692,-4.577640,-1.678468,-1.220704
3491,-12.058312,-3.497387,-207.788842,-85932.988167,500.697601,3907.987216,15.000000,9.613044,59.051554,-5.187992,52.490270,20.904555,46.234162,-0.152588,-1.220704
3492,-11.922316,-3.242610,-208.506902,-86221.056461,500.697601,3815.160916,17.000000,-6.713872,28.533955,-4.119876,46.386750,-25.482195,18.768323,-1.068116,-1.220704
3493,-12.194308,-3.497387,-209.045448,-86553.442955,391.170001,3889.421956,20.000000,-5.035404,33.874535,4.577640,51.269566,-49.285922,-15.563975,-1.068116,-1.678468
3494,-11.808986,-3.451064,-208.865933,-86575.602055,641.518802,3796.595656,30.000000,-7.171636,-36.621119,1.068116,73.089650,-46.844514,-115.051348,-1.068116,-1.068116
3495,-11.740988,-3.381579,-209.314721,-86841.511250,547.638001,3843.008806,26.000000,-5.035404,-47.607454,-5.493168,51.727330,-40.893583,43.182403,-0.610352,-0.915528
3496,-11.944982,-3.219449,-211.289388,-86819.352150,422.463601,3778.030396,25.000000,3.051760,-26.397723,-5.645756,30.365011,-18.615735,29.449483,-0.305176,-2.593996
3497,-11.582326,-3.312095,-210.661085,-87040.943146,500.697601,3880.139326,20.000000,-4.577640,-48.370394,-3.204348,-14.038096,35.247827,104.675365,-0.610352,-1.220704
3498,-11.967648,-3.381579,-210.930358,-87085.261345,453.757201,3917.269846,14.000000,5.798344,-31.585715,7.171636,-22.888199,-2.441408,53.100622,0.152588,-1.220704
3499,-11.740988,-3.288933,-211.199630,-87417.647839,594.578402,3861.574066,11.000000,-7.476812,-14.343272,5.187992,-27.923603,-110.015944,-2.288820,-1.220704,-1.525880
3500,-11.559660,-3.265772,-212.097206,-87484.125137,485.050801,3852.291436,1.000000,-5.645756,0.915528,1.373292,-49.438510,-195.465222,7.629400,-1.068116,-1.220704
3501,-11.740988,-3.358418,-212.366479,-87971.625328,469.404001,3861.574066,-9.000000,-4.272464,-3.204348,9.002692,-26.245135,-235.138100,-37.841823,-1.068116,-1.525880
3502,-11.287668,-3.219449,-212.366479,-87794.352531,328.582801,3778.030396,-14.000000,-5.187992,25.329607,-1.220704,-32.959007,-307.617398,-29.144307,-1.220704,-0.762940
3503,-11.287668,-3.149964,-212.276721,-87727.875233,391.170001,3740.899877,-22.000000,-7.934576,20.904555,5.187992,-43.945343,-257.873711,-76.293997,-1.220704,-1.220704
3504,-11.378332,-3.219449,-212.456237,-87905.148029,359.876401,3833.726176,-28.000000,-3.967288,13.122568,10.070808,-48.370394,22.583023,-196.380749,-1.525880,-1.220704
3505,-11.672990,-3.080480,-212.815267,-87971.625328,328.582801,3889.421956,-25.000000,-14.343272,4.577640,4.272464,-31.890891,323.639137,-299.377646,-0.305176,-1.373292
3506,-11.627658,-3.034157,-213.623085,-88126.739025,234.702001,3833.726176,-24.000000,-11.749276,-11.138924,8.544928,-8.392340,379.791519,-150.451763,-1.220704,-1.220704
3507,-11.446330,-3.057318,-213.443570,-88082.420826,297.289201,3796.595656,-20.000000,-1.983644,-13.122568,2.288820,-28.839131,219.421537,61.950726,-1.220704,-1.220704
3508,-11.378332,-3.149964,-213.712843,-88126.739025,422.463601,3787.313026,-12.000000,-13.122568,-6.561284,9.765632,-45.166047,103.607249,195.007458,-1.068116,-1.525880
3509,-11.333000,-3.057318,-214.071873,-88237.534523,375.523201,3852.291436,-8.000000,-4.882816,-16.784679,-5.950932,-40.893583,-0.610352,117.187580,-1.068116,-0.915528
3510,-11.468996,-3.010995,-213.892358,-88459.125519,328.582801,3935.835106,1.000000,-0.457764,-7.019048,0.000000,-21.820083,-128.021328,-20.141615,-0.915528,-1.678468
3511,-11.423664,-3.173126,-213.443570,-88304.011822,375.523201,3954.400366,11.000000,5.035404,19.378675,-9.307868,3.967288,-161.895863,64.086958,-1.068116,-1.220704
3512,-11.265002,-2.964672,-213.802601,-88193.216324,297.289201,3861.574066,18.000000,7.019048,30.822775,-16.174327,23.956315,256.958183,-63.018842,-0.915528,-1.831056
3513,-11.446330,-3.034157,-214.610419,-88459.125519,328.582801,3880.139326,22.000000,0.457764,10.375984,-0.762940,14.190684,259.094415,-86.212217,-1.220704,-1.220704
3514,-11.400998,-2.895188,-214.251389,-88392.648220,344.229601,3907.987216,29.000000,-7.781988,3.051760,-6.713872,6.103520,-17.242443,-157.623399,-0.762940,-1.373292
3515,-11.355666,-2.964672,-214.610419,-88414.807320,250.348801,3935.835106,23.000000,-13.122568,5.035404,1.220704,-41.656523,-119.171224,24.871843,-0.915528,-1.678468
3516,-11.650324,-2.964672,-214.789934,-88592.080116,265.995601,3843.008806,27.000000,-8.697516,-0.305176,6.561284,-23.803727,-79.498345,-2.136232,0.915528,-1.373292
3517,-11.536994,-3.103641,-214.071873,-88414.807320,297.289201,3815.160916,17.000000,-2.746584,-16.326915,0.762940,-40.283231,-53.100622,29.296895,-0.610352,-1.220704
3518,-11.582326,-2.825703,-214.430904,-88503.443718,265.995601,3870.856696,16.000000,4.272464,-18.615735,1.525880,-54.779090,-83.160457,226.287996,-0.762940,-1.373292
3519,-11.763654,-2.709896,-214.520661,-88370.489120,234.702001,3843.008806,11.000000,-6.103520,-11.596688,4.119876,-28.228779,-14.038096,109.100416,-0.762940,-0.762940
3520,-11.197004,-2.756219,-214.341146,-88259.693623,187.761600,3852.291436,-1.000000,-8.850104,-9.918220,3.967288,17.395031,195.465222,126.648036,-1.068116,-1.220704
3521,-11.650324,-2.895188,-213.623085,-88304.011822,187.761600,3815.160916,-10.000000,-12.817392,14.801036,-0.915528,23.803727,-27.771015,53.863562,-0.915528,0.000000
3522,-11.672990,-2.686734,-213.892358,-88015.943527,219.055201,3945.117736,-14.000000,2.899172,7.476812,3.356936,44.097931,-218.200833,20.751967,-0.610352,-1.220704
3523,-11.468996,-3.010995,-213.712843,-88193.216324,140.821200,3833.726176,-20.000000,-18.005383,-1.983644,-2.136232,63.018842,-241.089032,41.961699,-1.220704,-1.220704
3524,-11.446330,-2.686734,-214.700177,-88193.216324,344.229601,3861.574066,-27.000000,-6.103520,-13.275156,-3.814700,66.986130,-250.702076,-21.362319,1.831056,-0.915528
3525,-11.265002,-2.848865,-213.802601,-88171.057224,234.702001,3898.704586,-26.000000,-1.068116,-0.762940,6.866460,80.108697,-148.010355,46.997102,-1.068116,-1.220704
3526,-11.468996,-2.756219,-213.623085,-87905.148029,265.995601,3880.139326,-22.000000,-8.697516,33.569359,-0.152588,73.242238,160.980335,3.662112,-1.220704,-1.220704
3527,-11.514328,-2.709896,-213.533328,-88104.579926,219.055201,3945.117736,-19.000000,-8.850104,79.650933,10.986336,19.989027,433.349906,-39.825467,-1.373292,-1.831056
3528,-11.854318,-2.779380,-213.174297,-87882.988930,109.527600,3889.421956,-13.000000,9.918220,84.838925,2.441408,-28.991719,269.928163,-13.427744,-1.068116,-1.373292
3529,-11.718322,-2.640411,-212.097206,-87816.511631,46.940400,3907.987216,-7.000000,11.444100,55.694618,1.068116,-46.081574,192.260874,7.629400,1.983644,-1.525880
3530,-11.468996,-2.802542,-212.905025,-87594.920635,0.000000,3926.552476,0.000000,6.103520,0.762940,-1.678468,-68.817186,16.784679,14.801036,0.762940,-1.525880
3531,-11.831652,-2.779380,-212.276721,-87816.511631,109.527600,3889.421956,12.000000,-2.899172,-36.468531,-19.836439,-88.958801,6.713872,-21.820083,-1.220704,-0.915528
3532,-11.378332,-2.802542,-212.366479,-87550.602436,93.880800,3954.400366,20.000000,-18.615735,-39.825467,-10.528572,-87.432921,-100.250313,-121.002280,-2.441408,-1.220704
3533,-11.831652,-2.825703,-212.276721,-87506.284237,140.821200,3926.552476,20.000000,-15.106211,-70.953418,0.305176,-76.599173,-323.791725,-173.339962,-0.915528,-1.220704
3534,-11.355666,-2.848865,-212.725509,-87306.852341,62.587200,3917.269846,29.000000,5.950932,-95.062321,-2.136232,-74.310354,-284.424023,-177.002074,-1.220704,-1.068116
3535,-11.763654,-2.779380,-211.558661,-87461.966038,-15.646800,3898.704586,24.000000,4.882816,-76.751761,1.831056,-29.144307,-71.411182,-175.323606,-1.068116,-1.068116
3536,-11.582326,-3.034157,-212.007449,-87484.125137,93.880800,3907.987216,26.000000,-10.375984,-45.776398,4.425052,8.392340,-263.519467,-121.917808,-0.915528,-1.373292
3537,-11.378332,-3.010995,-212.276721,-87240.375042,140.821200,3880.139326,21.000000,11.444100,-26.092547,2.593996,48.522982,108.184888,-44.555695,-0.915528,-1.831056
3538,-12.058312,-2.872026,-211.379145,-87218.215942,125.174400,3935.835106,11.000000,1.831056,12.817392,10.833748,49.896274,527.649286,-137.939547,-0.762940,-1.373292
3539,-11.944982,-2.825703,-211.289388,-87018.784046,15.646800,3926.552476,8.000000,5.035404,91.400209,9.765632,74.768118,406.494419,-111.084060,-0.915528,-1.525880
3540,-12.012980,-2.964672,-211.379145,-87196.056843,109.527600,3870.856696,3.000000,17.395031,107.421948,7.476812,87.280333,27.618427,-163.726919,-0.915528,-1.068116
3541,-12.126310,-3.080480,-211.468903,-87040.943146,125.174400,3935.835106,-9.000000,11.901864,45.318634,-3.967288,49.743686,48.675570,-42.419463,-0.762940,-1.220704
3542,-12.012980,-2.941511,-211.020115,-86797.193050,-15.646800,3870.856696,-14.000000,-10.070808,-8.850104,-7.324224,37.231471,72.937062,219.421537,-0.610352,-1.220704
3543,-11.967648,-3.010995,-210.750842,-86974.465847,31.293600,3917.269846,-20.000000,-7.324224,-16.937267,1.068116,32.348655,88.501037,296.325886,-1.068116,-1.373292
3544,-11.287668,-2.941511,-210.122539,-86797.193050,156.468000,3954.400366,-27.000000,0.305176,-4.730228,0.915528,40.893583,71.868946,180.053834,-1.373292,-1.220704
3545,-11.650324,-3.080480,-210.122539,-86752.874851,109.527600,3870.856696,-24.000000,0.762940,9.460456,8.850104,20.446791,-84.075985,241.089032,-0.915528,-1.373292
3546,-11.536994,-3.173126,-210.212297,-86708.556652,125.174400,3926.552476,-24.000000,-14.953624,-40.588407,7.476812,9.918220,-228.576816,-62.255902,-0.915528,-1.373292
3547,-11.854318,-3.149964,-210.032782,-86509.124756,140.821200,3907.987216,-21.000000,-3.814700,-63.629194,6.408696,2.441408,-173.797726,-312.805390,-1.220704,-1.220704
3548,-11.831652,-3.103641,-209.583994,-86708.556652,15.646800,3963.682996,-12.000000,-9.155280,-20.751967,7.171636,-21.057143,-186.462530,30.059835,-0.762940,-1.220704
3549,-11.423664,-3.381579,-209.314721,-86619.920254,46.940400,3954.400366,-10.000000,-29.907247,6.408696,-9.765632,-43.334991,-145.263771,68.054246,-1.220704,-1.678468
3550,-11.922316,-3.312095,-209.404478,-86486.965656,0.000000,3805.878286,0.000000,-22.888199,15.869151,-11.138924,-37.994411,-11.138924,95.367497,-0.915528,-1.220704
3551,-11.763654,-3.381579,-209.583994,-86442.647457,78.234000,3796.595656,11.000000,-1.983644,-1.525880,-1.220704,-23.956315,32.806419,143.432715,-0.152588,-1.373292
3552,-11.695656,-3.520548,-209.314721,-86531.283855,78.234000,3945.117736,14.000000,0.762940,-27.771015,2.746584,4.730228,62.713666,169.525262,-0.915528,-1.220704
3553,-11.400998,-3.335256,-208.237630,-86243.215561,-15.646800,3926.552476,22.000000,7.781988,-38.757351,-1.678468,29.144307,128.784268,84.686337,-0.915528,-1.373292
3554,-11.604992,-3.404741,-209.314721,-86331.851959,93.880800,3833.726176,29.000000,-7.171636,-9.155280,0.000000,35.705591,113.220292,69.427538,-0.610352,-1.220704
3555,-11.582326,-3.520548,-208.417145,-86398.329258,31.293600,3852.291436,25.000000,-19.073499,-20.294203,-0.152588,72.174122,-74.157766,146.179299,-1.373292,-1.220704
3556,-11.604992,-3.497387,-208.955690,-86420.488358,-15.646800,3824.443546,24.000000,-37.994411,-20.599379,0.762940,104.370189,-200.805801,83.313045,-1.068116,-1.831056
3557,-11.061008,-3.566871,-208.506902,-86376.170158,-31.293600,3768.747766,18.000000,-27.160663,12.512216,-5.798344,84.686337,-210.113669,115.814288,-1.220704,-1.525880
3558,-11.197004,-3.613194,-208.776175,-86265.374660,156.468000,3796.595656,13.000000,-26.245135,59.967082,4.272464,48.522982,-24.108903,24.108903,-0.915528,-2.441408
3559,-11.219670,-3.474225,-208.327387,-86198.897362,-62.587200,3778.030396,9.000000,-23.803727,23.345963,-4.730228,36.010767,132.141204,17.852795,-1.220704,-1.983644
3560,-11.310334,-3.705840,-208.506902,-86287.533760,-62.587200,3778.030396,1.000000,7.629400,-23.651139,-9.765632,12.054452,292.816362,47.149690,-0.915528,0.915528
3561,-11.310334,-3.636356,-208.417145,-86110.260963,46.940400,3861.574066,-11.000000,23.193375,3.204348,1.678468,-19.378675,121.460044,-9.307868,-1.068116,-0.915528
3562,-11.106340,-3.729002,-208.686418,-86088.101864,-62.587200,3787.313026,-14.000000,-19.989027,182.953006,1.068116,-65.002486,18.920911,-153.503523,-0.610352,-1.220704
3563,-10.902346,-3.914294,-208.417145,-85955.147266,-203.408401,3815.160916,-19.000000,-32.959007,69.427538,5.493168,-106.964184,38.909939,-220.489653,-0.610352,-1.678468
3564,-11.015676,-3.960617,-207.788842,-86088.101864,15.646800,3898.704586,-28.000000,-1.831056,121.612632,-4.425052,-86.212217,58.441202,-144.043067,-1.525880,-1.373292
3565,-11.106340,-3.960617,-208.147872,-86132.420063,-46.940400,3815.160916,-23.000000,35.247827,97.198553,3.204348,-87.890685,10.070808,-65.002486,-1.525880,-1.373292
3566,-11.038342,-3.960617,-208.058114,-85999.465466,15.646800,3805.878286,-23.000000,39.825467,-26.245135,2.899172,-76.141409,18.920911,-78.735405,-1.068116,-1.373292
3567,-11.129006,-4.053263,-207.788842,-86021.624565,-46.940400,3768.747766,-16.000000,63.476606,13.427744,-2.746584,-56.610146,82.855281,-133.819672,-1.220704,0.457764
3568,-11.061008,-4.169070,-208.596660,-85955.147266,-93.880800,3768.747766,-10.000000,55.847206,-92.163149,2.746584,-51.269566,24.261491,-164.795035,-0.915528,-1.678468
3569,-11.423664,-4.076424,-208.506902,-85999.465466,-93.880800,3740.899877,-7.000000,40.130643,-187.072882,8.239752,-42.724639,8.697516,-397.644315,-1.525880,-1.525880
3570,-11.197004,-4.470170,-207.878599,-86021.624565,-109.527600,3722.334617,0.000000,25.329607,-210.876609,16.784679,-17.395031,1.983644,-284.576611,-1.220704,-1.525880
3571,-10.970344,-4.308039,-208.058114,-85999.465466,0.000000,3768.747766,13.000000,5.035404,-169.830438,13.580332,25.024431,-7.019048,77.209525,-0.610352,-1.220704
3572,-10.879680,-4.053263,-207.788842,-85932.988167,-62.587200,3796.595656,16.000000,0.762940,-109.710768,8.697516,30.517599,-39.672879,554.504774,-0.915528,-1.220704
3573,-10.721018,-4.354362,-207.519569,-85888.669968,-46.940400,3796.595656,22.000000,16.326915,-61.187786,-7.476812,46.691926,-47.149690,162.506215,-1.678468,-1.678468
3574,-10.653020,-4.354362,-207.699084,-85955.147266,-62.587200,3768.747766,30.000000,16.632091,-23.651139,-7.934576,51.727330,-56.457558,61.035198,-1.220704,-1.373292
3575,-10.993010,-4.447008,-208.237630,-85910.829067,-31.293600,3843.008806,24.000000,4.577640,13.580332,-7.019048,38.299587,-91.247621,27.618427,-1.068116,-1.220704
3576,-10.698352,-4.493331,-207.519569,-85955.147266,0.000000,3768.747766,27.000000,0.000000,65.460250,-3.356936,12.664804,-27.313251,1.525880,-1.373292,-1.678468
3577,-11.400998,-4.331201,-207.519569,-85844.351768,-78.234000,3731.617247,21.000000,1.525880,65.765426,-10.528572,-14.038096,-56.610146,134.735200,-1.220704,-1.068116
3578,-10.811682,-4.609139,-207.519569,-85800.033569,-31.293600,3787.313026,14.000000,5.950932,55.542030,-5.950932,2.441408,-228.576816,139.160251,-1.220704,-1.220704
3579,-10.698352,-4.585977,-206.711750,-85822.192669,-46.940400,3759.465137,11.000000,9.765632,44.708283,-1.525880,-3.967288,-231.323400,-52.795446,-1.220704,-1.678468
3580,-11.129006,-4.863915,-207.609326,-85800.033569,31.293600,3713.051987,5.000000,-1.220704,36.621119,-2.441408,-27.160663,-186.615118,-103.607249,-1.068116,-1.068116
3581,-10.993010,-4.493331,-206.352720,-85667.078972,-15.646800,3750.182507,-10.000000,-8.087164,20.904555,-1.678468,-11.749276,-148.773295,-342.407461,-0.762940,-0.915528
3582,-11.378332,-4.771269,-207.519569,-85822.192669,15.646800,3666.638837,-14.000000,-9.918220,19.378675,9.307868,6.561284,53.558386,52.337682,-1.068116,-0.915528
3583,-11.038342,-4.724946,-206.711750,-85600.601673,-46.940400,3731.617247,-20.000000,-0.762940,16.937267,-6.866460,19.836439,398.254667,104.675365,-0.915528,-0.915528
3584,-11.151672,-4.701785,-207.160538,-85711.397171,-78.234000,3722.334617,-28.000000,1.373292,16.174327,-1.068116,10.528572,255.432304,62.103314,-1.220704,-1.220704
3585,-11.151672,-4.863915,-206.352720,-85511.965275,-15.646800,3768.747766,-22.000000,-9.765632,24.566667,3.814700,7.781988,100.708077,44.860871,-0.915528,-1.525880
3586,-11.015676,-4.863915,-206.262962,-85622.760773,15.646800,3703.769357,-25.000000,-17.089855,17.547619,-3.051760,-11.138924,45.318634,136.261079,-1.373292,-1.373292
3587,-11.378332,-4.933400,-206.801508,-85556.283474,-109.527600,3703.769357,-17.000000,-9.918220,3.356936,0.152588,-21.972671,19.531263,104.370189,-1.983644,-1.068116
3588,-11.174338,-4.817592,-205.455144,-85534.124374,-31.293600,3759.465137,-13.000000,-13.732920,-4.577640,5.645756,-21.362319,-2.441408,203.857561,-1.220704,-1.678468
3589,-11.265002,-4.863915,-206.262962,-85268.215179,-93.880800,3694.486727,-10.000000,-9.613044,-8.850104,0.762940,-14.038096,-39.672879,-59.661906,-1.373292,-1.373292
3590,-11.355666,-4.933400,-205.634659,-85312.533379,-15.646800,3620.225687,1.000000,-4.272464,-3.662112,-7.476812,-3.356936,-23.651139,-22.888199,-1.220704,-1.220704
3591,-10.902346,-4.956561,-206.262962,-85401.169777,-93.880800,3703.769357,12.000000,-8.697516,2.593996,-4.882816,-28.381367,-28.686543,72.479298,-1.220704,-3.204348
