bleuenn-ank-03
Date:,2012/11/24
Time:,11:54:39
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:RTRO,,,Patient1:LTRO,,,Patient1:L5,,,Patient1:RASI,,,Patient1:LASI,,,Patient1:T12,,,Patient1:LANK,,,Patient1:RANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:LTOE,,,Patient1:LSHO,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BALAVD,,,Patient1:BALARD,,,Patient1:BALAVG,,,Patient1:BALARG,,,Patient1:LBHD,,,Patient1:RBHD,,,Patient1:T7,,,Patient1:RTOE,,,Patient1:BHD,,,Patient1:T7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3592,-10.857014,-4.794431,-205.365386,-85157.419682,-125.174400,3657.356207,14.000000,-13.885508,-9.155280,-6.866460,-49.438510,-129.852384,-72.784474,-1.068116,-1.220704
3593,-10.902346,-4.979723,-205.006356,-85179.578781,-93.880800,3703.769357,21.000000,-10.986336,4.882816,8.544928,-42.572051,-148.315531,-114.898760,-0.762940,-1.220704
3594,-10.925012,-5.002884,-205.634659,-85113.101482,-125.174400,3703.769357,28.000000,-21.209731,38.604763,14.190684,-19.836439,-175.781370,-102.081369,-0.457764,-1.220704
3595,-11.038342,-4.979723,-205.544902,-85113.101482,-265.995601,3713.051987,25.000000,-25.787371,43.182403,-3.356936,4.425052,-255.737480,81.939753,-1.068116,-1.220704
3596,-10.834348,-5.141853,-205.544902,-85068.783283,-187.761600,3638.790947,27.000000,-14.495860,3.204348,-3.662112,18.615735,-284.424023,217.895657,-1.220704,-1.525880
3597,-11.106340,-5.026046,-205.006356,-84780.714989,-203.408401,3731.617247,20.000000,-1.220704,-4.272464,1.983644,0.915528,281.677439,114.898760,-2.441408,-1.373292
3598,-11.174338,-5.026046,-204.019022,-84780.714989,-172.114800,3657.356207,13.000000,-8.087164,-6.408696,-2.899172,-22.125259,128.021328,-156.402695,-0.915528,-1.373292
3599,-10.721018,-5.118692,-203.929265,-84581.283092,-156.468000,3685.204097,9.000000,-8.392340,13.427744,-3.814700,-40.893583,-209.961081,-25.024431,-1.373292,-1.220704
3600,-10.879680,-5.141853,-204.467810,-84736.396790,-140.821200,3657.356207,2.000000,5.340580,60.424846,-2.899172,-30.975363,-224.762117,101.928781,-1.068116,-1.678468
3601,-10.539690,-5.141853,-204.557568,-84404.010296,31.293600,3722.334617,-11.000000,14.038096,65.765426,-2.746584,1.983644,71.868946,43.334991,-1.068116,-1.068116
3602,-10.811682,-5.072369,-204.198538,-84492.646694,-62.587200,3573.812537,-14.000000,11.291512,1.678468,-1.373292,32.959007,226.745760,-57.373086,-1.068116,-1.220704
3603,-10.494358,-5.095530,-203.570234,-84359.692097,-172.114800,3703.769357,-19.000000,3.814700,-22.430435,-1.678468,34.637475,142.364599,-73.089650,0.152588,-1.220704
3604,-10.879680,-5.165015,-202.762416,-84381.851196,-172.114800,3666.638837,-26.000000,-5.645756,47.912630,7.781988,47.149690,294.037066,-133.667084,-1.220704,-1.220704
3605,-10.698352,-4.979723,-202.672658,-84204.578400,-187.761600,3620.225687,-25.000000,0.305176,69.122362,0.152588,58.288614,362.091312,2.899172,-0.610352,-0.915528
3606,-11.287668,-4.933400,-203.211204,-84248.896599,-46.940400,3610.943057,-24.000000,6.408696,-37.536647,-2.288820,46.386750,137.024019,-24.108903,-1.220704,-1.220704
3607,-10.993010,-4.910238,-202.852174,-84226.737499,-219.055201,3666.638837,-18.000000,-6.713872,-86.059629,-1.068116,51.269566,108.947828,-43.029815,-0.762940,-1.373292
3608,-10.607688,-4.887077,-202.313628,-84049.464703,0.000000,3722.334617,-12.000000,-9.002692,-25.787371,1.373292,20.904555,145.263771,-161.438099,-1.220704,-1.220704
3609,-10.721018,-4.956561,-202.134113,-83960.828304,-297.289201,3657.356207,-11.000000,-4.425052,-7.781988,2.899172,-3.509524,55.542030,-186.767706,1.373292,-1.068116
3610,-10.879680,-4.979723,-201.057022,-84027.305603,-78.234000,3722.334617,-1.000000,1.068116,-14.648448,6.408696,-16.937267,49.133334,51.422154,-1.220704,-1.525880
3611,-11.287668,-5.049207,-202.134113,-83805.714607,-187.761600,3657.356207,13.000000,-7.629400,-17.547619,-3.509524,-7.324224,-146.637063,125.274744,-1.220704,-1.525880
3612,-11.333000,-5.026046,-201.595567,-83850.032806,-203.408401,3666.638837,19.000000,-7.324224,-6.256108,-0.305176,5.035404,-199.585097,-79.803521,-1.373292,-1.678468
3613,-11.038342,-4.701785,-201.864840,-83606.282711,-265.995601,3750.182507,22.000000,-8.087164,45.928986,7.171636,5.950932,-169.677850,-107.879712,-0.915528,-1.678468
3614,-10.879680,-4.887077,-201.416052,-83561.964512,-109.527600,3713.051987,29.000000,-3.051760,75.225882,0.915528,15.563975,-148.315531,-43.640167,-1.068116,-1.220704
3615,-10.743684,-4.933400,-201.146779,-83539.805412,-203.408401,3685.204097,24.000000,14.190684,38.909939,5.340580,1.220704,-93.231265,-73.089650,-0.305176,-1.678468
3616,-10.902346,-4.863915,-200.159446,-83539.805412,-297.289201,3666.638837,26.000000,7.934576,1.983644,3.509524,-15.106211,25.482195,20.446791,-1.068116,-1.068116
3617,-10.947678,-4.910238,-200.518476,-83539.805412,-234.702001,3648.073577,20.000000,-6.561284,-46.691926,-2.288820,-8.392340,-8.087164,63.629194,-1.068116,-1.220704
3618,-11.015676,-5.118692,-200.249203,-83318.214417,-187.761600,3685.204097,13.000000,-8.544928,-58.441202,-9.460456,-34.942651,-129.242032,19.683851,-1.068116,-0.915528
3619,-10.766350,-4.863915,-200.608234,-83096.623421,-125.174400,3675.921467,7.000000,-6.866460,-53.100622,-7.476812,12.207040,-144.500831,-97.503729,-1.068116,-1.220704
3620,-10.721018,-4.933400,-200.967264,-83384.691715,-297.289201,3666.638837,3.000000,6.561284,-34.942651,-7.781988,30.670187,-116.729816,-259.857355,-1.220704,-1.525880
3621,-11.015676,-5.026046,-200.249203,-83273.896217,-187.761600,3685.204097,-9.000000,11.901864,-18.615735,6.561284,13.122568,48.828158,-243.530440,-0.915528,0.152588
3622,-11.015676,-4.840754,-200.338961,-83229.578018,-281.642401,3685.204097,-15.000000,-8.697516,63.781782,-6.713872,-3.204348,386.963155,85.144101,-0.915528,-1.220704
3623,-10.381028,-4.840754,-199.979930,-82941.509724,-234.702001,3657.356207,-21.000000,-5.645756,69.274950,-1.220704,13.732920,30.212423,145.721535,-1.220704,-1.373292
3624,-10.879680,-4.748108,-200.249203,-83052.305222,-422.463601,3657.356207,-26.000000,8.239752,11.596688,-10.070808,40.740995,-117.950520,99.334785,-1.068116,-1.373292
3625,-10.630354,-4.840754,-199.351627,-82941.509724,-312.936001,3685.204097,-24.000000,1.220704,-4.577640,-9.460456,43.640167,-82.855281,55.542030,-0.915528,-0.915528
3626,-10.902346,-4.840754,-199.261870,-82719.918728,-250.348801,3601.660427,-24.000000,-1.983644,-17.242443,-4.119876,32.348655,-13.580332,-23.193375,-0.610352,-1.373292
3627,-11.106340,-5.026046,-199.890173,-82919.350624,-203.408401,3685.204097,-16.000000,6.408696,0.762940,5.340580,4.425052,-16.937267,-90.026917,-1.678468,-1.220704
3628,-10.970344,-4.817592,-198.992597,-82808.555126,-359.876401,3675.921467,-10.000000,10.070808,-12.054452,0.152588,-13.122568,-3.204348,-53.253210,-0.762940,-1.373292
3629,-10.925012,-5.002884,-199.890173,-83007.987022,-391.170001,3573.812537,-5.000000,6.256108,3.356936,3.814700,-32.348655,-73.700002,177.612426,-1.068116,-1.678468
3630,-11.038342,-4.840754,-199.082354,-82852.873325,-187.761600,3545.964647,2.000000,11.291512,3.204348,10.375984,-18.310559,-129.699796,218.963773,-0.762940,-0.915528
3631,-10.902346,-4.910238,-198.723324,-82919.350624,-281.642401,3648.073577,14.000000,-0.152588,-6.408696,10.986336,-3.662112,-63.171430,227.356112,-0.915528,-1.068116
3632,-10.993010,-4.863915,-199.620900,-82852.873325,-265.995601,3592.377797,17.000000,-1.220704,-24.719255,-7.476812,-10.833748,-85.907041,120.544516,-1.373292,-1.525880
3633,-10.381028,-4.979723,-199.531142,-82897.191525,-281.642401,3592.377797,23.000000,-1.373292,-11.901864,0.305176,-31.280539,273.437687,56.915322,-1.220704,-1.373292
3634,-10.698352,-4.910238,-198.992597,-82764.236927,-265.995601,3601.660427,30.000000,-1.373292,-17.700207,7.171636,-33.569359,185.394414,95.825261,-1.220704,-1.068116
3635,-10.721018,-5.026046,-198.902839,-82808.555126,-265.995601,3610.943057,25.000000,-1.983644,-18.157971,6.713872,-13.885508,-37.841823,95.672673,-1.220704,-1.373292
3636,-10.970344,-5.026046,-198.633566,-82675.600529,-328.582801,3583.095167,23.000000,-8.544928,-5.645756,7.934576,9.155280,143.737891,-3.204348,-1.220704,-1.373292
3637,-10.902346,-4.933400,-199.261870,-82764.236927,-250.348801,3573.812537,21.000000,-4.882816,-5.950932,-0.457764,7.019048,238.800212,-11.596688,-0.915528,-1.525880
3638,-10.789016,-4.979723,-199.172112,-82963.668823,-234.702001,3601.660427,13.000000,-5.950932,-3.051760,-5.340580,-12.512216,70.037890,-22.888199,-1.220704,-1.373292
3639,-10.517024,-4.933400,-198.813082,-82742.077827,-281.642401,3610.943057,8.000000,-6.256108,10.375984,-4.882816,-16.326915,-57.067910,18.005383,-1.525880,-1.220704
3640,-10.811682,-5.165015,-199.261870,-82742.077827,-297.289201,3657.356207,2.000000,-12.207040,1.525880,-9.765632,12.207040,-53.863562,-9.613044,-1.220704,-1.220704
3641,-10.766350,-4.910238,-198.992597,-82719.918728,-328.582801,3583.095167,-9.000000,-5.493168,10.986336,-4.425052,-4.577640,-34.790063,-43.640167,-0.915528,-1.525880
3642,-10.426360,-5.280822,-199.351627,-82808.555126,-234.702001,3499.551497,-16.000000,-8.392340,13.275156,-2.288820,4.119876,-114.746172,30.975363,-0.762940,-0.915528
3643,-10.607688,-5.049207,-199.620900,-82742.077827,-312.936001,3573.812537,-19.000000,-1.373292,5.187992,12.817392,-5.340580,-68.359422,82.702693,-1.068116,-1.373292
3644,-10.426360,-5.234499,-198.723324,-82875.032425,-297.289201,3499.551497,-29.000000,-2.136232,4.119876,0.915528,-1.983644,-6.713872,111.389236,-1.220704,0.457764
3645,-10.993010,-5.188176,-198.633566,-82786.396027,-312.936001,3610.943057,-24.000000,-3.051760,3.967288,-3.814700,-8.850104,-38.757351,3.356936,-1.983644,-1.373292
3646,-10.743684,-5.234499,-198.364294,-82764.236927,-281.642401,3545.964647,-22.000000,-7.324224,0.152588,0.000000,-11.749276,-124.206628,79.956109,-1.068116,-1.525880
3647,-10.607688,-5.257661,-198.902839,-82719.918728,-328.582801,3471.703608,-17.000000,-4.882816,-7.629400,3.051760,6.103520,-69.274950,46.386750,-1.068116,-1.525880
3648,-10.857014,-5.211338,-199.531142,-82786.396027,-281.642401,3592.377797,-11.000000,-2.593996,0.000000,0.000000,13.732920,36.468531,-14.190684,-1.068116,-1.678468
3649,-10.381028,-5.280822,-199.441385,-82830.714226,-344.229601,3499.551497,-10.000000,-4.882816,3.509524,1.983644,-1.983644,-83.618221,9.765632,-0.610352,-1.373292
3650,-10.811682,-5.165015,-199.082354,-82919.350624,-156.468000,3583.095167,0.000000,-1.983644,4.730228,0.305176,7.171636,104.522777,63.171430,-1.068116,-1.373292
3651,-10.517024,-5.257661,-199.351627,-82764.236927,-250.348801,3480.986238,13.000000,-1.831056,7.019048,0.152588,-17.700207,372.619884,-223.083649,-1.678468,-1.373292
3652,-10.585022,-5.257661,-198.723324,-82830.714226,-109.527600,3536.682017,13.000000,-3.662112,4.119876,4.272464,-22.735611,115.661700,-222.931061,-0.762940,-1.068116
3653,-10.358362,-5.280822,-198.454051,-82764.236927,-265.995601,3406.725198,21.000000,-12.817392,0.610352,-3.662112,1.831056,23.040787,-33.111595,-0.915528,-1.373292
3654,-10.789016,-5.442953,-199.620900,-82875.032425,-485.050801,3527.399387,30.000000,-12.054452,-10.681160,-8.850104,13.885508,31.433127,-128.631680,-0.457764,-1.525880
3655,-10.721018,-5.466114,-199.531142,-82875.032425,-265.995601,3453.138348,25.000000,-3.051760,-7.629400,-2.593996,11.901864,19.683851,-128.173916,-1.068116,-1.220704
3656,-10.131702,-5.489276,-199.710658,-82941.509724,-281.642401,3545.964647,27.000000,-17.242443,-14.190684,-10.223396,23.193375,5.950932,-170.898554,-1.373292,-1.220704
3657,-10.925012,-5.442953,-199.441385,-82786.396027,-328.582801,3536.682017,19.000000,-18.463147,-17.700207,-14.038096,11.749276,15.411387,-64.697310,-1.373292,-1.525880
3658,-10.154368,-5.535599,-200.697991,-82919.350624,-312.936001,3471.703608,11.000000,-3.662112,-15.411387,-14.648448,-2.136232,-13.732920,-34.179711,-1.373292,-1.220704
3659,-10.471692,-5.257661,-199.172112,-83007.987022,-219.055201,3434.573088,9.000000,-21.972671,-24.414079,-8.239752,35.095239,-39.672879,7.629400,-1.220704,-1.373292
3660,-10.471692,-5.466114,-199.710658,-82941.509724,-344.229601,3471.703608,4.000000,-27.923603,50.201450,-20.751967,37.078883,-37.231471,41.656523,-0.915528,-0.915528
3661,-10.290364,-5.396630,-199.710658,-82852.873325,-203.408401,3443.855718,-11.000000,-11.901864,97.045965,-25.634783,13.885508,-23.803727,97.961493,-0.762940,-1.220704
3662,-10.245032,-5.211338,-199.710658,-82875.032425,-281.642401,3406.725198,-14.000000,-18.920911,50.964390,-2.899172,-16.784679,57.830850,185.241826,-1.983644,-0.915528
3663,-9.859710,-5.396630,-199.441385,-83207.418919,-234.702001,3425.290458,-21.000000,2.593996,-11.596688,-5.798344,-48.522982,-47.454866,141.754247,-0.915528,-1.373292
3664,-10.449026,-5.350307,-199.800415,-82985.827923,-359.876401,3508.834127,-29.000000,13.580332,-9.460456,-0.457764,-44.097931,-44.555695,226.135408,-1.220704,-1.373292
3665,-10.267698,-5.327145,-198.723324,-83007.987022,-297.289201,3471.703608,-24.000000,-4.882816,47.454866,-5.493168,-38.604763,-36.621119,155.181991,-1.678468,-1.373292
3666,-10.199700,-5.466114,-200.159446,-82830.714226,-375.523201,3462.420978,-24.000000,-7.019048,21.667495,-8.087164,-35.858179,-63.781782,-163.116567,-0.915528,-1.068116
3667,-10.381028,-5.303984,-199.710658,-83007.987022,-250.348801,3518.116757,-19.000000,34.637475,35.858179,3.356936,11.901864,5.645756,-114.288408,-1.220704,-1.525880
3668,-10.086370,-5.165015,-200.518476,-83030.146122,-203.408401,3443.855718,-14.000000,14.190684,57.220498,5.645756,24.566667,-10.223396,107.727124,-0.915528,-1.525880
3669,-10.449026,-5.303984,-199.620900,-82941.509724,-328.582801,3480.986238,-6.000000,-13.580332,-1.373292,22.125259,-10.223396,-58.136026,168.609734,-1.220704,-1.220704
3670,-10.335696,-5.303984,-200.697991,-82830.714226,-265.995601,3425.290458,0.000000,1.525880,-52.948034,24.871843,-15.411387,-23.040787,20.599379,-0.915528,-1.220704
3671,-10.381028,-5.327145,-199.710658,-83052.305222,-312.936001,3480.986238,13.000000,6.561284,-95.214909,21.972671,-11.444100,29.296895,10.070808,-2.441408,-1.220704
3672,-10.426360,-5.141853,-199.979930,-83118.782520,-375.523201,3527.399387,17.000000,-3.051760,-122.985924,19.531263,11.901864,-21.972671,9.460456,-1.068116,-0.610352
3673,-10.585022,-5.234499,-198.992597,-83207.418919,-297.289201,3527.399387,21.000000,-9.765632,-87.127745,11.138924,0.915528,-104.065013,-159.759631,-0.762940,-1.220704
3674,-10.245032,-5.026046,-199.620900,-83096.623421,-485.050801,3499.551497,33.000000,-2.441408,-103.302073,10.681160,-1.983644,-108.795240,-161.132923,-0.915528,-1.220704
3675,-10.267698,-4.887077,-200.428718,-83074.464321,-312.936001,3527.399387,28.000000,13.885508,-103.454661,18.920911,-11.596688,-2.136232,-20.904555,-1.068116,-1.068116
3676,-10.290364,-4.956561,-199.890173,-83030.146122,-234.702001,3499.551497,26.000000,11.596688,-45.623810,30.517599,-22.735611,-2.136232,-1.220704,-0.610352,-1.525880
3677,-10.199700,-5.049207,-199.710658,-83251.737118,-281.642401,3480.986238,21.000000,-3.509524,6.256108,28.381367,-14.801036,-5.340580,-177.307250,-0.762940,-1.678468
3678,-10.086370,-4.933400,-200.518476,-83118.782520,-375.523201,3462.420978,13.000000,-10.681160,48.217806,24.566667,1.220704,54.626502,-116.882404,-1.220704,-1.373292
3679,-10.426360,-4.701785,-199.710658,-83229.578018,-219.055201,3508.834127,9.000000,12.817392,60.424846,22.277847,18.920911,51.879918,-78.582817,-0.762940,-1.525880
3680,-10.381028,-4.840754,-200.338961,-83163.100719,-297.289201,3462.420978,1.000000,25.329607,79.803521,3.051760,27.923603,-66.833542,-89.111389,-1.373292,-1.678468
3681,-10.109036,-4.863915,-200.697991,-83296.055317,-297.289201,3490.268867,-11.000000,19.683851,93.994205,0.000000,21.972671,-175.476194,-87.280333,-0.915528,-1.220704
3682,-10.585022,-4.585977,-201.236537,-83384.691715,-328.582801,3508.834127,-14.000000,12.664804,-10.833748,10.070808,28.991719,-150.146587,-64.392134,-1.068116,-1.525880
3683,-10.199700,-4.632300,-200.967264,-83429.009914,-422.463601,3499.551497,-18.000000,-1.983644,26.550311,11.444100,19.989027,-97.961493,80.108697,-1.220704,0.610352
3684,-10.403694,-4.678623,-201.505810,-83539.805412,-547.638001,3536.682017,-27.000000,0.000000,-6.713872,17.089855,13.427744,-40.283231,133.819672,-3.814700,-0.915528
3685,-10.607688,-4.516493,-201.326294,-83517.646313,-265.995601,3536.682017,-25.000000,-4.272464,-26.245135,13.580332,5.035404,95.520085,29.296895,-0.915528,-1.373292
3686,-10.313030,-4.678623,-201.326294,-83517.646313,-391.170001,3573.812537,-25.000000,1.373292,-23.193375,0.610352,19.226087,266.113463,-45.928986,-0.915528,-1.678468
3687,-10.199700,-4.354362,-201.685325,-83717.078209,-265.995601,3518.116757,-18.000000,16.479503,-1.525880,5.187992,40.283231,160.064807,-28.839131,-1.525880,-1.220704
3688,-10.131702,-4.215393,-202.044355,-83739.237309,-344.229601,3545.964647,-13.000000,7.324224,-54.473914,10.375984,21.514907,-43.029815,-39.062527,-1.220704,-1.220704
3689,-10.335696,-4.516493,-201.864840,-83761.396408,-359.876401,3508.834127,-8.000000,-14.038096,-57.830850,3.204348,-6.866460,30.059835,-50.201450,-1.525880,-1.678468
3690,-10.154368,-4.423847,-202.223870,-83960.828304,-375.523201,3536.682017,2.000000,-7.781988,-20.904555,5.950932,-23.498551,16.632091,-11.901864,-0.915528,-1.068116
3691,-10.222366,-4.284878,-202.223870,-83761.396408,-328.582801,3555.247277,11.000000,3.662112,31.280539,-7.629400,-48.370394,2.593996,95.062321,-1.068116,-0.915528
3692,-10.290364,-4.053263,-202.762416,-83982.987404,-391.170001,3518.116757,18.000000,-5.035404,44.250519,-9.002692,-70.800830,-0.762940,39.978055,-0.915528,-1.373292
3693,-10.426360,-4.238555,-203.480477,-83872.191906,-531.991201,3555.247277,23.000000,16.174327,42.724639,-9.613044,-43.334991,74.615530,-91.247621,-0.915528,-1.678468
3694,-9.837044,-3.705840,-202.493143,-84005.146503,-344.229601,3536.682017,30.000000,2.136232,64.086958,-11.596688,-35.553003,7.476812,-46.844514,-1.220704,-0.915528
3695,-10.154368,-4.053263,-203.121446,-83938.669205,-344.229601,3471.703608,24.000000,1.068116,13.732920,-5.950932,-16.326915,-96.283025,-19.226087,-1.373292,-1.525880
3696,-10.109036,-3.891132,-203.749750,-84115.942001,-312.936001,3480.986238,26.000000,-2.441408,-60.882610,-14.038096,-8.544928,-85.754453,-71.411182,-1.373292,-1.831056
3697,-9.882376,-3.867971,-203.570234,-84271.055698,-422.463601,3536.682017,17.000000,-7.629400,-66.375778,-14.801036,28.991719,-60.119670,-65.765426,-2.288820,-1.220704
3698,-10.041038,-3.821648,-204.288295,-84271.055698,-594.578402,3508.834127,15.000000,-14.343272,-38.909939,-7.781988,56.610146,-13.580332,-52.642858,-2.746584,-1.220704
3699,-9.814378,-3.775325,-203.839507,-84204.578400,-406.816801,3592.377797,10.000000,-15.563975,5.035404,-8.697516,28.076191,163.116567,57.373086,-1.525880,-1.220704
3700,-9.791712,-3.659517,-204.288295,-84359.692097,-500.697601,3555.247277,2.000000,-12.359628,19.073499,-17.852795,20.294203,155.487167,-41.809111,-0.915528,-1.220704
3701,-9.995706,-3.682679,-204.647326,-84514.805794,-563.284801,3480.986238,-9.000000,8.850104,19.989027,-18.310559,4.119876,-63.781782,-36.468531,-1.068116,-2.136232
3702,-10.109036,-3.752163,-204.108780,-84647.760391,-469.404001,3536.682017,-14.000000,-9.613044,27.465839,-6.103520,17.700207,-59.356730,38.757351,-1.068116,-1.220704
3703,-10.267698,-3.636356,-204.378053,-84692.078590,-610.225202,3508.834127,-20.000000,0.915528,15.411387,-8.239752,-5.645756,-57.373086,16.479503,-1.220704,-1.373292
3704,-9.791712,-3.404741,-205.096114,-84581.283092,-469.404001,3518.116757,-30.000000,5.187992,9.613044,-1.068116,-1.373292,-54.168738,-52.337682,-0.915528,-1.220704
3705,-9.791712,-3.335256,-205.006356,-84869.351387,-500.697601,3508.834127,-25.000000,3.967288,19.226087,-12.969980,1.983644,-35.705591,9.002692,-1.068116,-1.373292
3706,-9.927708,-3.520548,-205.455144,-84758.555889,-453.757201,3601.660427,-23.000000,0.457764,10.833748,-15.106211,6.866460,40.283231,123.291100,-1.068116,-0.915528
3707,-10.041038,-3.335256,-206.173205,-84957.987785,-485.050801,3536.682017,-19.000000,-1.678468,-19.989027,-5.187992,-2.136232,37.384059,143.585303,-1.068116,-0.915528
3708,-9.837044,-3.242610,-205.634659,-85090.942383,-469.404001,3508.834127,-11.000000,1.373292,2.746584,-5.493168,-5.645756,85.296689,157.928575,-1.068116,-1.220704
3709,-9.950374,-3.149964,-206.173205,-85223.896980,-391.170001,3601.660427,-8.000000,6.103520,17.242443,-15.411387,-18.920911,7.171636,153.808699,-1.068116,-1.373292
3710,-9.769046,-3.173126,-206.352720,-85334.692478,-563.284801,3508.834127,-2.000000,5.645756,17.395031,-19.073499,-27.923603,-346.527336,140.075779,-0.762940,-1.373292
